#     BLOCK:  ACTUAL_PSI:     PSI_AVE:      ERROR:
        1649       -1.85   0.0199788 0.000188676
        1649       -1.75   0.0348799 0.000247966
        1649       -1.65   0.0570528 0.000315541
        1649       -1.55   0.0874015 0.000374542
        1649       -1.45    0.127542 0.000449318
        1649       -1.35     0.17682 0.000531744
        1649       -1.25    0.232157 0.000598963
        1649       -1.15    0.289157  0.00067493
        1649       -1.05    0.340272 0.000708309
        1649       -0.95    0.385072  0.00076835
        1649       -0.85    0.410536 0.000822834
        1649       -0.75    0.421535 0.000832442
        1649       -0.65    0.416099 0.000804406
        1649       -0.55    0.395432 0.000744327
        1649       -0.45    0.368362 0.000708464
        1649       -0.35    0.338013  0.00064818
        1649       -0.25    0.309574 0.000609417
        1649       -0.15    0.289263 0.000580761
        1649       -0.05    0.279246 0.000571451
        1649        0.05    0.279272 0.000557161
        1649        0.15    0.288196 0.000588692
        1649        0.25    0.310915    0.000596
        1649        0.35    0.338796 0.000646074
        1649        0.45    0.366491 0.000678695
        1649        0.55    0.395887 0.000740448
        1649        0.65    0.415232 0.000822859
        1649        0.75    0.421967 0.000821479
        1649        0.85    0.410737 0.000828037
        1649        0.95    0.381666 0.000788285
        1649        1.05    0.341474 0.000720065
        1649        1.15    0.289284 0.000675465
        1649        1.25    0.231782 0.000576869
        1649        1.35     0.17746 0.000528946
        1649        1.45    0.127638 0.000463153
        1649        1.55   0.0873657 0.000379926
        1649        1.65   0.0572577 0.000321656
        1649        1.75   0.0348023 0.000250892
        1649        1.85   0.0202498 0.000189843
        1649        1.95   0.0112104 0.000142754
        1650       -1.95   0.0170509 0.000177349
        1650       -1.85   0.0199739 0.000188624
        1650       -1.75   0.0348745 0.000247874
        1650       -1.65   0.0570594  0.00031542
        1650       -1.55   0.0873812 0.000374862
        1650       -1.45    0.127528 0.000449236
        1650       -1.35    0.176817 0.000531434
        1650       -1.25    0.232148 0.000598661
        1650       -1.15    0.289118  0.00067564
        1650       -1.05    0.340276 0.000707891
        1650       -0.95    0.385061 0.000767971
        1650       -0.85    0.410523 0.000822439
        1650       -0.75    0.421508 0.000832355
        1650       -0.65    0.416105 0.000803941
        1650       -0.55    0.395433 0.000743876
        1650       -0.45    0.368368 0.000708064
        1650       -0.35    0.338004 0.000647851
        1650       -0.25    0.309573  0.00060905
        1650       -0.15    0.289221 0.000581968
        1650       -0.05    0.279243 0.000571114
        1650        0.05    0.279301 0.000557605
        1650        0.15    0.288202 0.000588365
        1650        0.25    0.310928 0.000595789
        1650        0.35    0.338798 0.000645687
        1650        0.45    0.366521 0.000678946
        1650        0.55    0.395932 0.000741324
        1650        0.65    0.415256 0.000822714
        1650        0.75     0.42199 0.000821305
        1650        0.85    0.410724  0.00082763
        1650        0.95    0.381695 0.000788308
        1650        1.05     0.34147 0.000719643
        1650        1.15    0.289283 0.000675056
        1650        1.25    0.231785 0.000576525
        1650        1.35    0.177456  0.00052864
        1650        1.45    0.127657 0.000463262
        1650        1.55   0.0873667 0.000379697
        1650        1.65   0.0572461 0.000321673
        1650        1.75   0.0347988 0.000250765
        1650        1.85   0.0202479 0.000189738
        1650        1.95   0.0112109 0.000142669
        1651       -1.95   0.0170515 0.000177242
        1651       -1.85   0.0199758 0.000188519
        1651       -1.75   0.0348661 0.000247867
        1651       -1.65   0.0570727 0.000315508
        1651       -1.55   0.0873876  0.00037469
        1651       -1.45    0.127534 0.000448993
        1651       -1.35    0.176835 0.000531426
        1651       -1.25    0.232159 0.000598396
        1651       -1.15    0.289127 0.000675284
        1651       -1.05    0.340296  0.00070774
        1651       -0.95    0.385069 0.000767553
        1651       -0.85    0.410496 0.000822383
        1651       -0.75    0.421517 0.000831898
        1651       -0.65    0.416067 0.000804391
        1651       -0.55    0.395441 0.000743465
        1651       -0.45     0.36837 0.000707637
        1651       -0.35    0.338008 0.000647472
        1651       -0.25    0.309582 0.000608752
        1651       -0.15    0.289209 0.000581732
        1651       -0.05    0.279274 0.000571594
        1651        0.05    0.279296  0.00055729
        1651        0.15    0.288209 0.000588052
        1651        0.25    0.310917 0.000595538
        1651        0.35    0.338782   0.0006455
        1651        0.45    0.366497 0.000678957
        1651        0.55    0.395937 0.000740895
        1651        0.65    0.415273 0.000822387
        1651        0.75    0.421973  0.00082097
        1651        0.85    0.410718  0.00082715
        1651        0.95    0.381666 0.000788359
        1651        1.05    0.341459 0.000719284
        1651        1.15    0.289276 0.000674688
        1651        1.25    0.231791 0.000576209
        1651        1.35    0.177483 0.000529039
        1651        1.45    0.127671 0.000463179
        1651        1.55   0.0873634 0.000379481
        1651        1.65   0.0572368  0.00032161
        1651        1.75   0.0347935  0.00025067
        1651        1.85   0.0202471 0.000189625
        1651        1.95   0.0112059 0.000142669
        1652       -1.95   0.0170496 0.000177145
        1652       -1.85   0.0199788 0.000188429
        1652       -1.75   0.0348656 0.000247717
        1652       -1.65   0.0570593   0.0003156
        1652       -1.55   0.0873862 0.000374466
        1652       -1.45    0.127529 0.000448744
        1652       -1.35    0.176831 0.000531125
        1652       -1.25     0.23215 0.000598104
        1652       -1.15     0.28912 0.000674903
        1652       -1.05    0.340305 0.000707375
        1652       -0.95    0.385041 0.000767594
        1652       -0.85    0.410491 0.000821901
        1652       -0.75    0.421527 0.000831454
        1652       -0.65    0.416078 0.000803986
        1652       -0.55    0.395476 0.000743859
        1652       -0.45    0.368366 0.000707223
        1652       -0.35    0.338007 0.000647083
        1652       -0.25    0.309572 0.000608467
        1652       -0.15    0.289224 0.000581573
        1652       -0.05    0.279266 0.000571297
        1652        0.05    0.279297 0.000556953
        1652        0.15    0.288193  0.00058791
        1652        0.25    0.310918 0.000595179
        1652        0.35    0.338775 0.000645149
        1652        0.45    0.366499 0.000678549
        1652        0.55    0.395903  0.00074122
        1652        0.65    0.415297  0.00082224
        1652        0.75    0.421976 0.000820479
        1652        0.85    0.410711  0.00082668
        1652        0.95    0.381648 0.000788087
        1652        1.05    0.341488 0.000719425
        1652        1.15    0.289279 0.000674289
        1652        1.25    0.231798   0.0005759
        1652        1.35    0.177509 0.000529345
        1652        1.45    0.127672 0.000462901
        1652        1.55    0.087362 0.000379254
        1652        1.65   0.0572397 0.000321429
        1652        1.75   0.0347978 0.000250556
        1652        1.85   0.0202446 0.000189527
        1652        1.95   0.0112016 0.000142649
        1653       -1.95    0.017052 0.000177054
        1653       -1.85   0.0199764  0.00018833
        1653       -1.75   0.0348772 0.000247838
        1653       -1.65   0.0570672 0.000315506
        1653       -1.55   0.0873908 0.000374268
        1653       -1.45    0.127537 0.000448547
        1653       -1.35    0.176817 0.000530984
        1653       -1.25    0.232143 0.000597788
        1653       -1.15    0.289127 0.000674526
        1653       -1.05    0.340328 0.000707315
        1653       -0.95    0.385016 0.000767531
        1653       -0.85    0.410488 0.000821411
        1653       -0.75    0.421508 0.000831184
        1653       -0.65     0.41607 0.000803545
        1653       -0.55    0.395465 0.000743493
        1653       -0.45    0.368371 0.000706814
        1653       -0.35    0.338024 0.000646929
        1653       -0.25    0.309594 0.000608497
        1653       -0.15    0.289211 0.000581363
        1653       -0.05    0.279267 0.000570951
        1653        0.05    0.279316 0.000556967
        1653        0.15    0.288182 0.000587658
        1653        0.25    0.310923 0.000594839
        1653        0.35    0.338796 0.000645111
        1653        0.45    0.366495  0.00067815
        1653        0.55    0.395897 0.000740796
        1653        0.65    0.415316 0.000821967
        1653        0.75    0.421946 0.000820539
        1653        0.85    0.410727 0.000826332
        1653        0.95    0.381637 0.000787682
        1653        1.05    0.341495 0.000719023
        1653        1.15    0.289281 0.000673883
        1653        1.25     0.23177 0.000576247
        1653        1.35     0.17752  0.00052913
        1653        1.45    0.127659 0.000462789
        1653        1.55   0.0873678  0.00037907
        1653        1.65   0.0572341 0.000321283
        1653        1.75   0.0347889 0.000250564
        1653        1.85   0.0202444 0.000189413
        1653        1.95   0.0112057 0.000142622
        1654       -1.95   0.0170472 0.000177014
        1654       -1.85   0.0199837 0.000188357
        1654       -1.75   0.0348718 0.000247746
        1654       -1.65   0.0570568 0.000315484
        1654       -1.55   0.0873851 0.000374084
        1654       -1.45    0.127545 0.000448339
        1654       -1.35    0.176819 0.000530669
        1654       -1.25    0.232137 0.000597458
        1654       -1.15    0.289109 0.000674364
        1654       -1.05    0.340351 0.000707273
        1654       -0.95    0.384985 0.000767687
        1654       -0.85    0.410512 0.000821279
        1654       -0.75    0.421527 0.000830913
        1654       -0.65    0.416074  0.00080307
        1654       -0.55    0.395478 0.000743158
        1654       -0.45    0.368365 0.000706409
        1654       -0.35    0.338018 0.000646567
        1654       -0.25    0.309587  0.00060817
        1654       -0.15    0.289215 0.000581022
        1654       -0.05    0.279266 0.000570607
        1654        0.05    0.279323 0.000556668
        1654        0.15    0.288177 0.000587329
        1654        0.25    0.310929 0.000594505
        1654        0.35    0.338813  0.00064493
        1654        0.45    0.366484 0.000677843
        1654        0.55    0.395869  0.00074089
        1654        0.65     0.41532  0.00082148
        1654        0.75    0.421929  0.00082023
        1654        0.85     0.41075 0.000826157
        1654        0.95    0.381668 0.000787818
        1654        1.05    0.341503 0.000718635
        1654        1.15    0.289274 0.000673504
        1654        1.25    0.231761 0.000575959
        1654        1.35    0.177523 0.000528821
        1654        1.45    0.127648 0.000462647
        1654        1.55   0.0873628 0.000378874
        1654        1.65   0.0572255 0.000321204
        1654        1.75   0.0347854 0.000250437
        1654        1.85   0.0202376  0.00018942
        1654        1.95   0.0112122 0.000142685
        1655       -1.95   0.0170447 0.000176923
        1655       -1.85   0.0199837 0.000188243
        1655       -1.75   0.0348695 0.000247607
        1655       -1.65   0.0570495 0.000315378
        1655       -1.55   0.0873909 0.000373903
        1655       -1.45    0.127551 0.000448113
        1655       -1.35     0.17682 0.000530349
        1655       -1.25    0.232135 0.000597098
        1655       -1.15    0.289121 0.000674075
        1655       -1.05    0.340326 0.000707309
        1655       -0.95    0.384956  0.00076777
        1655       -0.85    0.410534 0.000821063
        1655       -0.75    0.421524 0.000830416
        1655       -0.65    0.416028 0.000803865
        1655       -0.55    0.395507 0.000743263
        1655       -0.45    0.368399 0.000706782
        1655       -0.35    0.338034 0.000646366
        1655       -0.25    0.309561 0.000608372
        1655       -0.15    0.289222 0.000580722
        1655       -0.05    0.279242  0.00057078
        1655        0.05    0.279317  0.00055636
        1655        0.15    0.288196 0.000587288
        1655        0.25    0.310922 0.000594182
        1655        0.35    0.338794 0.000644809
        1655        0.45    0.366488 0.000677444
        1655        0.55    0.395833 0.000741325
        1655        0.65    0.415322 0.000820985
        1655        0.75    0.421958  0.00082027
        1655        0.85    0.410746 0.000825668
        1655        0.95    0.381684 0.000787502
        1655        1.05    0.341525 0.000718539
        1655        1.15    0.289292 0.000673336
        1655        1.25    0.231759 0.000575615
        1655        1.35    0.177528 0.000528526
        1655        1.45    0.127654  0.00046241
        1655        1.55   0.0873619 0.000378646
        1655        1.65   0.0572278 0.000321018
        1655        1.75   0.0347831 0.000250296
        1655        1.85   0.0202314 0.000189407
        1655        1.95   0.0112097 0.000142622
        1656       -1.95   0.0170393 0.000176901
        1656       -1.85   0.0199837 0.000188129
        1656       -1.75   0.0348659 0.000247483
        1656       -1.65   0.0570386 0.000315376
        1656       -1.55   0.0873986 0.000373755
        1656       -1.45    0.127559 0.000447916
        1656       -1.35    0.176835 0.000530246
        1656       -1.25    0.232135 0.000596737
        1656       -1.15    0.289113 0.000673722
        1656       -1.05    0.340336 0.000706953
        1656       -0.95    0.384953 0.000767315
        1656       -0.85    0.410517 0.000820735
        1656       -0.75    0.421532 0.000829948
        1656       -0.65    0.416079 0.000804939
        1656       -0.55    0.395509 0.000742817
        1656       -0.45    0.368409 0.000706435
        1656       -0.35    0.338054 0.000646301
        1656       -0.25    0.309552 0.000608069
        1656       -0.15    0.289233 0.000580471
        1656       -0.05    0.279231 0.000570531
        1656        0.05    0.279309 0.000556091
        1656        0.15    0.288187 0.000587005
        1656        0.25    0.310921 0.000593823
        1656        0.35    0.338808 0.000644572
        1656        0.45    0.366467 0.000677337
        1656        0.55    0.395798   0.0007417
        1656        0.65    0.415322 0.000820489
        1656        0.75    0.421953 0.000819792
        1656        0.85    0.410751 0.000825181
        1656        0.95    0.381683 0.000787027
        1656        1.05    0.341493 0.000718805
        1656        1.15    0.289304 0.000673025
        1656        1.25    0.231758 0.000575268
        1656        1.35    0.177536  0.00052826
        1656        1.45    0.127652 0.000462136
        1656        1.55    0.087369 0.000378483
        1656        1.65   0.0572325 0.000320858
        1656        1.75   0.0347832 0.000250145
        1656        1.85   0.0202264 0.000189358
        1656        1.95   0.0112077 0.000142549
        1657       -1.95   0.0170416  0.00017681
        1657       -1.85   0.0199885 0.000188078
        1657       -1.75   0.0348672 0.000247337
        1657       -1.65   0.0570302 0.000315299
        1657       -1.55   0.0873929 0.000373573
        1657       -1.45     0.12754  0.00044805
        1657       -1.35    0.176865 0.000530756
        1657       -1.25    0.232131 0.000596393
        1657       -1.15    0.289125 0.000673422
        1657       -1.05    0.340337 0.000706527
        1657       -0.95     0.38496 0.000766887
        1657       -0.85    0.410535 0.000820446
        1657       -0.75    0.421543 0.000829514
        1657       -0.65    0.416088 0.000804504
        1657       -0.55    0.395501 0.000742414
        1657       -0.45    0.368416 0.000706038
        1657       -0.35    0.338048  0.00064594
        1657       -0.25    0.309572 0.000608017
        1657       -0.15    0.289207 0.000580707
        1657       -0.05    0.279255 0.000570666
        1657        0.05    0.279333 0.000556271
        1657        0.15    0.288188 0.000586654
        1657        0.25    0.310934 0.000593601
        1657        0.35      0.3388 0.000644237
        1657        0.45    0.366437 0.000677613
        1657        0.55    0.395775 0.000741584
        1657        0.65     0.41532 0.000819995
        1657        0.75    0.421929 0.000819634
        1657        0.85    0.410756 0.000824698
        1657        0.95    0.381646 0.000787432
        1657        1.05    0.341495 0.000718372
        1657        1.15    0.289305  0.00067262
        1657        1.25     0.23174  0.00057522
        1657        1.35    0.177552 0.000528183
        1657        1.45     0.12764 0.000462025
        1657        1.55   0.0873736 0.000378282
        1657        1.65   0.0572378 0.000320708
        1657        1.75   0.0347852 0.000250002
        1657        1.85   0.0202251 0.000189248
        1657        1.95   0.0112148  0.00014264
        1658       -1.95   0.0170374 0.000176755
        1658       -1.85   0.0199952 0.000188082
        1658       -1.75   0.0348667 0.000247188
        1658       -1.65   0.0570302 0.000315109
        1658       -1.55   0.0873902 0.000373357
        1658       -1.45    0.127539 0.000447781
        1658       -1.35    0.176864 0.000530436
        1658       -1.25    0.232127 0.000596045
        1658       -1.15    0.289109 0.000673215
        1658       -1.05    0.340319 0.000706323
        1658       -0.95    0.384943 0.000766623
        1658       -0.85    0.410563 0.000820409
        1658       -0.75    0.421575 0.000829664
        1658       -0.65    0.416107 0.000804249
        1658       -0.55    0.395486 0.000742113
        1658       -0.45    0.368423 0.000705653
        1658       -0.35    0.338055 0.000645591
        1658       -0.25    0.309566 0.000607678
        1658       -0.15     0.28921 0.000580363
        1658       -0.05    0.279222 0.000571259
        1658        0.05    0.279322 0.000556034
        1658        0.15    0.288164   0.0005868
        1658        0.25    0.310943 0.000593304
        1658        0.35    0.338806 0.000643884
        1658        0.45     0.36642 0.000677406
        1658        0.55    0.395796 0.000741408
        1658        0.65    0.415322 0.000819502
        1658        0.75    0.421938 0.000819184
        1658        0.85    0.410738 0.000824396
        1658        0.95    0.381656 0.000787027
        1658        1.05     0.34152 0.000718375
        1658        1.15    0.289304 0.000672216
        1658        1.25    0.231726 0.000575037
        1658        1.35    0.177556 0.000527884
        1658        1.45    0.127651 0.000461894
        1658        1.55   0.0873697 0.000378074
        1658        1.65   0.0572425 0.000320549
        1658        1.75   0.0347829 0.000249861
        1658        1.85   0.0202292 0.000189178
        1658        1.95   0.0112117 0.000142589
        1659       -1.95    0.017035 0.000176665
        1659       -1.85    0.019991 0.000188016
        1659       -1.75   0.0348602 0.000247126
        1659       -1.65   0.0570313 0.000314921
        1659       -1.55   0.0873882 0.000373137
        1659       -1.45    0.127535 0.000447534
        1659       -1.35    0.176885 0.000530539
        1659       -1.25    0.232127 0.000595686
        1659       -1.15    0.289113 0.000672822
        1659       -1.05    0.340313 0.000705919
        1659       -0.95     0.38497 0.000766642
        1659       -0.85    0.410556  0.00081994
        1659       -0.75    0.421564  0.00082924
        1659       -0.65    0.416156 0.000805241
        1659       -0.55    0.395498 0.000741759
        1659       -0.45    0.368404 0.000705498
        1659       -0.35    0.338043 0.000645315
        1659       -0.25    0.309579 0.000607449
        1659       -0.15    0.289208 0.000580017
        1659       -0.05    0.279204 0.000571205
        1659        0.05    0.279311 0.000555809
        1659        0.15    0.288145 0.000586747
        1659        0.25    0.310943 0.000592947
        1659        0.35    0.338806 0.000643496
        1659        0.45    0.366424 0.000677009
        1659        0.55    0.395802 0.000740986
        1659        0.65    0.415319 0.000819015
        1659        0.75    0.421951 0.000818789
        1659        0.85    0.410782 0.000825081
        1659        0.95    0.381648 0.000786596
        1659        1.05    0.341495 0.000718378
        1659        1.15    0.289288 0.000671998
        1659        1.25    0.231718 0.000574749
        1659        1.35    0.177556 0.000527566
        1659        1.45    0.127647 0.000461639
        1659        1.55   0.0873623 0.000377919
        1659        1.65   0.0572345 0.000320455
        1659        1.75   0.0347939 0.000249952
        1659        1.85   0.0202242 0.000189129
        1659        1.95   0.0112104 0.000142509
        1660       -1.95    0.017041  0.00017666
        1660       -1.85   0.0199928 0.000187911
        1660       -1.75   0.0348566 0.000247003
        1660       -1.65   0.0570428 0.000314939
        1660       -1.55   0.0873861 0.000372918
        1660       -1.45    0.127523 0.000447419
        1660       -1.35    0.176868 0.000530504
        1660       -1.25    0.232127 0.000595327
        1660       -1.15    0.289099 0.000672561
        1660       -1.05    0.340295 0.000705746
        1660       -0.95    0.384975 0.000766195
        1660       -0.85    0.410522 0.000820179
        1660       -0.75    0.421576 0.000828823
        1660       -0.65    0.416148 0.000804789
        1660       -0.55    0.395503  0.00074133
        1660       -0.45     0.36841 0.000705097
        1660       -0.35     0.33804 0.000644933
        1660       -0.25    0.309561 0.000607327
        1660       -0.15    0.289234  0.00058024
        1660       -0.05     0.27921 0.000570898
        1660        0.05    0.279306 0.000555496
        1660        0.15    0.288161 0.000586617
        1660        0.25    0.310925 0.000592882
        1660        0.35    0.338852 0.000644743
        1660        0.45    0.366421 0.000676609
        1660        0.55    0.395837 0.000741369
        1660        0.65    0.415318 0.000818522
        1660        0.75    0.421937 0.000818412
        1660        0.85     0.41078 0.000824585
        1660        0.95    0.381661 0.000786227
        1660        1.05    0.341508 0.000718062
        1660        1.15    0.289262 0.000672099
        1660        1.25    0.231733 0.000574605
        1660        1.35    0.177542 0.000527423
        1660        1.45    0.127658 0.000461508
        1660        1.55    0.087359 0.000377706
        1660        1.65   0.0572361 0.000320266
        1660        1.75   0.0347886 0.000249858
        1660        1.85   0.0202211 0.000189041
        1660        1.95   0.0112084 0.000142436
        1661       -1.95   0.0170427 0.000176563
        1661       -1.85   0.0199916 0.000187802
        1661       -1.75   0.0348603 0.000246882
        1661       -1.65   0.0570446 0.000314754
        1661       -1.55   0.0873817  0.00037272
        1661       -1.45    0.127524  0.00044715
        1661       -1.35    0.176856  0.00053032
        1661       -1.25    0.232155 0.000595666
        1661       -1.15    0.289093 0.000672178
        1661       -1.05    0.340283 0.000705417
        1661       -0.95    0.384938 0.000766613
        1661       -0.85     0.41056 0.000820575
        1661       -0.75    0.421571  0.00082834
        1661       -0.65    0.416132 0.000804458
        1661       -0.55    0.395498 0.000740897
        1661       -0.45    0.368396 0.000704801
        1661       -0.35    0.338058  0.00064478
        1661       -0.25     0.30959 0.000607632
        1661       -0.15    0.289232 0.000579894
        1661       -0.05    0.279223 0.000570691
        1661        0.05     0.27931 0.000555177
        1661        0.15    0.288155 0.000586302
        1661        0.25    0.310912 0.000592659
        1661        0.35     0.33884 0.000644466
        1661        0.45    0.366434 0.000676327
        1661        0.55    0.395832 0.000740938
        1661        0.65    0.415317  0.00081803
        1661        0.75    0.421958 0.000818207
        1661        0.85    0.410786 0.000824107
        1661        0.95    0.381653 0.000785791
        1661        1.05    0.341462 0.000719105
        1661        1.15    0.289275  0.00067181
        1661        1.25    0.231741 0.000574315
        1661        1.35    0.177554 0.000527235
        1661        1.45    0.127662 0.000461246
        1661        1.55   0.0873588 0.000377478
        1661        1.65   0.0572294 0.000320145
        1661        1.75   0.0347905 0.000249715
        1661        1.85   0.0202185 0.000188945
        1661        1.95   0.0112101  0.00014236
        1662       -1.95   0.0170361 0.000176582
        1662       -1.85   0.0199862 0.000187767
        1662       -1.75    0.034858 0.000246744
        1662       -1.65   0.0570355 0.000314695
        1662       -1.55   0.0873821 0.000372496
        1662       -1.45    0.127548 0.000447544
        1662       -1.35    0.176837 0.000530347
        1662       -1.25    0.232167 0.000595415
        1662       -1.15    0.289111 0.000671999
        1662       -1.05     0.34029 0.000705028
        1662       -0.95    0.384936 0.000766154
        1662       -0.85    0.410564 0.000820093
        1662       -0.75    0.421567 0.000827851
        1662       -0.65    0.416134 0.000803976
        1662       -0.55    0.395491  0.00074049
        1662       -0.45    0.368427 0.000705034
        1662       -0.35    0.338055 0.000644397
        1662       -0.25    0.309588 0.000607268
        1662       -0.15    0.289193 0.000580831
        1662       -0.05    0.279217 0.000570375
        1662        0.05    0.279309 0.000554844
        1662        0.15    0.288161 0.000585979
        1662        0.25    0.310921 0.000592363
        1662        0.35    0.338853 0.000644204
        1662        0.45    0.366442 0.000675962
        1662        0.55    0.395818 0.000740619
        1662        0.65    0.415343  0.00081796
        1662        0.75    0.421966 0.000817753
        1662        0.85    0.410767  0.00082382
        1662        0.95    0.381685 0.000785973
        1662        1.05    0.341446 0.000718836
        1662        1.15    0.289291 0.000671613
        1662        1.25    0.231733  0.00057402
        1662        1.35    0.177541 0.000527077
        1662        1.45    0.127634 0.000461859
        1662        1.55   0.0873676 0.000377354
        1662        1.65    0.057228 0.000319955
        1662        1.75   0.0347882 0.000249575
        1662        1.85   0.0202124 0.000188931
        1662        1.95   0.0112064 0.000142324
        1663       -1.95   0.0170337 0.000176492
        1663       -1.85   0.0199868 0.000187655
        1663       -1.75   0.0348623 0.000246633
        1663       -1.65   0.0570265 0.000314635
        1663       -1.55   0.0873746 0.000372346
        1663       -1.45     0.12753 0.000447628
        1663       -1.35    0.176835 0.000530031
        1663       -1.25    0.232161 0.000595083
        1663       -1.15    0.289107 0.000671604
        1663       -1.05    0.340303 0.000704725
        1663       -0.95    0.384946 0.000765754
        1663       -0.85    0.410553 0.000819676
        1663       -0.75    0.421546 0.000827614
        1663       -0.65     0.41614 0.000803515
        1663       -0.55    0.395479 0.000740137
        1663       -0.45     0.36841 0.000704818
        1663       -0.35    0.338052 0.000644017
        1663       -0.25    0.309592 0.000606912
        1663       -0.15    0.289195 0.000580485
        1663       -0.05    0.279222 0.000570057
        1663        0.05    0.279313 0.000554525
        1663        0.15    0.288148 0.000585765
        1663        0.25    0.310949 0.000592712
        1663        0.35     0.33887 0.000644039
        1663        0.45    0.366458 0.000675759
        1663        0.55    0.395811 0.000740214
        1663        0.65    0.415351 0.000817509
        1663        0.75    0.421981 0.000817399
        1663        0.85    0.410752  0.00082347
        1663        0.95    0.381664 0.000785777
        1663        1.05    0.341428 0.000718652
        1663        1.15     0.28931  0.00067148
        1663        1.25    0.231745 0.000573792
        1663        1.35    0.177542 0.000526761
        1663        1.45    0.127648 0.000461795
        1663        1.55   0.0873758 0.000377216
        1663        1.65   0.0572351 0.000319841
        1663        1.75   0.0347883 0.000249425
        1663        1.85   0.0202123 0.000188817
        1663        1.95   0.0112038 0.000142261
        1664       -1.95   0.0170361 0.000176402
        1664       -1.85   0.0199898 0.000187566
        1664       -1.75   0.0348702 0.000246611
        1664       -1.65   0.0570102 0.000314865
        1664       -1.55   0.0873918  0.00037252
        1664       -1.45    0.127546 0.000447641
        1664       -1.35    0.176823 0.000529846
        1664       -1.25    0.232175 0.000594898
        1664       -1.15    0.289101 0.000671228
        1664       -1.05    0.340288 0.000704465
        1664       -0.95    0.384941 0.000765312
        1664       -0.85    0.410564  0.00081925
        1664       -0.75    0.421549 0.000827121
        1664       -0.65    0.416091 0.000804547
        1664       -0.55    0.395489 0.000739751
        1664       -0.45    0.368392 0.000704601
        1664       -0.35    0.338076 0.000644055
        1664       -0.25    0.309611 0.000606841
        1664       -0.15    0.289204 0.000580214
        1664       -0.05    0.279252 0.000570467
        1664        0.05    0.279322 0.000554272
        1664        0.15    0.288138 0.000585504
        1664        0.25    0.310938 0.000592465
        1664        0.35    0.338859 0.000643731
        1664        0.45    0.366462 0.000675364
        1664        0.55    0.395793 0.000739986
        1664        0.65    0.415327 0.000817378
        1664        0.75    0.421977 0.000816922
        1664        0.85    0.410766 0.000823104
        1664        0.95    0.381691 0.000785736
        1664        1.05    0.341403 0.000718652
        1664        1.15     0.28931 0.000671076
        1664        1.25     0.23176 0.000573632
        1664        1.35    0.177547 0.000526469
        1664        1.45    0.127665 0.000461854
        1664        1.55   0.0873564 0.000377491
        1664        1.65   0.0572326 0.000319659
        1664        1.75   0.0347897 0.000249278
        1664        1.85   0.0202037 0.000188897
        1664        1.95   0.0112031 0.000142177
        1665       -1.95   0.0170438 0.000176468
        1665       -1.85   0.0199808  0.00018767
        1665       -1.75   0.0348637 0.000246549
        1665       -1.65   0.0570138 0.000314697
        1665       -1.55    0.087397 0.000372332
        1665       -1.45    0.127544 0.000447381
        1665       -1.35    0.176834 0.000529641
        1665       -1.25    0.232146 0.000595273
        1665       -1.15    0.289114 0.000670954
        1665       -1.05     0.34028 0.000704081
        1665       -0.95    0.384938 0.000764859
        1665       -0.85     0.41054 0.000819103
        1665       -0.75     0.42155 0.000826625
        1665       -0.65    0.416074  0.00080424
        1665       -0.55    0.395479 0.000739373
        1665       -0.45    0.368366  0.00070466
        1665       -0.35    0.338078 0.000643672
        1665       -0.25    0.309604  0.00060651
        1665       -0.15    0.289204 0.000579865
        1665       -0.05    0.279247 0.000570141
        1665        0.05    0.279311 0.000554048
        1665        0.15    0.288145 0.000585195
        1665        0.25    0.310956 0.000592385
        1665        0.35    0.338857 0.000643349
        1665        0.45    0.366457 0.000674978
        1665        0.55    0.395796 0.000739551
        1665        0.65     0.41536 0.000817546
        1665        0.75    0.421952 0.000816802
        1665        0.85    0.410807   0.0008236
        1665        0.95    0.381694 0.000785274
        1665        1.05    0.341399  0.00071823
        1665        1.15    0.289326 0.000670851
        1665        1.25    0.231763 0.000573296
        1665        1.35    0.177558  0.00052627
        1665        1.45    0.127674 0.000461657
        1665        1.55   0.0873724 0.000377603
        1665        1.65   0.0572204 0.000319698
        1665        1.75   0.0347952  0.00024919
        1665        1.85   0.0201982 0.000188864
        1665        1.95   0.0112054  0.00014211
        1666       -1.95   0.0170414 0.000176379
        1666       -1.85   0.0199892 0.000187745
        1666       -1.75   0.0348673 0.000246429
        1666       -1.65   0.0570042 0.000314655
        1666       -1.55   0.0873824 0.000372396
        1666       -1.45    0.127531 0.000447282
        1666       -1.35    0.176821   0.0005295
        1666       -1.25    0.232146 0.000594916
        1666       -1.15    0.289113 0.000670552
        1666       -1.05    0.340276 0.000703672
        1666       -0.95    0.384951 0.000764525
        1666       -0.85    0.410577 0.000819442
        1666       -0.75    0.421532 0.000826333
        1666       -0.65    0.416088 0.000803886
        1666       -0.55     0.39545 0.000739478
        1666       -0.45    0.368336 0.000704885
        1666       -0.35    0.338091  0.00064342
        1666       -0.25    0.309604 0.000606146
        1666       -0.15    0.289208 0.000579527
        1666       -0.05    0.279218 0.000570565
        1666        0.05    0.279347 0.000554873
        1666        0.15    0.288134 0.000584945
        1666        0.25     0.31095 0.000592066
        1666        0.35    0.338858 0.000642964
        1666        0.45    0.366454  0.00067458
        1666        0.55    0.395808 0.000739197
        1666        0.65    0.415366  0.00081708
        1666        0.75    0.421957 0.000816326
