#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
          10     0.01644     0.37236    0.114505
          11     0.02056    0.340378   0.0995292
          12     0.02144      0.3138   0.0876146
          13     0.01708    0.290975   0.0778452
          14     0.02092    0.271686    0.069854
          15     0.01588    0.254632   0.0630811
          16     0.01424    0.239607   0.0573213
          17      0.0222    0.226819   0.0525035
          18      0.0146    0.215029   0.0482447
          19      0.0204    0.204785   0.0446048
          20     0.02156    0.195624   0.0414231
           1     0.01484     3.92732           0
           2     0.01772     1.97252     1.38763
           3     0.02304     1.32269    0.757808
           4     0.01716     0.99631    0.493086
           5     0.01272    0.799592    0.353055
           6      0.0196    0.669593    0.269217
           7      0.0192     0.57668    0.214125
           8     0.02172     0.50731    0.175763
           9     0.02524    0.453747    0.147847
          10     0.01492    0.409864    0.126382
          11     0.02056    0.374473    0.109826
          12     0.01336     0.34438   0.0964631
          13     0.02792    0.320037   0.0859164
          14      0.0214    0.298706    0.077086
          15     0.01596    0.279856   0.0696041
          16      0.0202    0.263627   0.0633337
          17     0.01828    0.249195   0.0579405
          18       0.012    0.236018    0.053202
          19     0.02576    0.224952   0.0492376
          20     0.02164    0.214786   0.0457142
           1     0.01032     4.30604           0
           2     0.02036      2.1632     1.52247
           3     0.02088     1.44909     0.83079
           4     0.02784     1.09378    0.541811
           5     0.01876    0.878776    0.388454
           6       0.019     0.73548    0.296104
           7     0.01624    0.632731    0.235302
           8       0.017    0.555765    0.192891
           9      0.0212    0.496369    0.162057
          10     0.02056    0.448788     0.13869
          11      0.0162    0.409462    0.120377
          12     0.01052    0.376217    0.105655
          13     0.02104    0.348895   0.0939292
          14     0.01712    0.325197   0.0841774
          15     0.02532    0.305205   0.0761545
          16     0.01452    0.287037   0.0691938
          17     0.02128    0.271405   0.0633331
          18      0.0196    0.257416   0.0582491
          19     0.01744    0.244785   0.0537966
          20     0.01464    0.233278   0.0498609
           1     0.02336     4.68892           0
           2     0.02332     2.35612     1.65888
           3     0.02128     1.57784    0.905125
           4     0.01952     1.18826    0.589067
           5     0.01468    0.953544    0.421908
           6     0.02252    0.798373    0.321793
           7     0.01184    0.686011    0.255453
           8      0.0214    0.602935    0.209578
           9     0.01552    0.537667    0.175835
          10       0.024      0.4863    0.150562
          11     0.02368    0.444244    0.130869
          12     0.01688     0.40863    0.115015
          13     0.01292    0.378191    0.102061
          14      0.0178    0.352449   0.0914665
          15     0.02204    0.330421   0.0826739
          16     0.01896    0.310955   0.0751801
          17     0.01948    0.293809   0.0687748
          18     0.02996    0.279151   0.0633726
          19     0.02088    0.265558   0.0585612
          20     0.02348    0.253454   0.0543679
           1     0.01556     5.08464           0
           2      0.0102     2.54742     1.79415
           3     0.02076      1.7052    0.978656
           4     0.02488     1.28512    0.637491
           5     0.02624     1.03334     0.45758
           6      0.0254    0.865353     0.34912
           7     0.01588       0.744    0.277354
           8     0.02268    0.653835    0.227558
           9     0.01768    0.583151     0.19098
          10     0.01784     0.52662    0.163301
          11      0.0158    0.480182    0.141699
          12     0.02036    0.441863    0.124602
          13     0.01664    0.409154    0.110641
          14     0.02176    0.381483   0.0992173
          15      0.0174    0.357211   0.0895847
          16     0.01872    0.336055   0.0814493
          17     0.01928    0.317421   0.0744962
          18     0.01932     0.30086   0.0684919
          19      0.0244    0.286309   0.0633227
          20     0.01784    0.272886   0.0587165
           1     0.01536     5.47308           0
           2      0.0208     2.74694     1.93523
           3     0.01944     1.83777     1.05519
           4     0.02648     1.38495    0.687401
           5      0.0162      1.1112    0.492404
           6      0.0158    0.928633    0.374967
           7      0.0174    0.798457    0.297948
           8     0.02288     0.70151    0.244424
           9     0.02324    0.626147    0.205319
          10     0.01412    0.564944    0.175428
          11     0.01768    0.515193    0.152262
          12      0.0172    0.473693    0.133799
          13     0.01264    0.438228    0.118713
          14     0.01992    0.408349    0.106407
          15     0.01888    0.382384   0.0960933
          16     0.02308    0.359928   0.0874241
          17     0.02048     0.33996   0.0799687
          18      0.0232    0.322362   0.0735643
          19     0.01368    0.306116   0.0678748
          20      0.0154     0.29158   0.0629053
           1     0.02596     5.85756           0
           2     0.02456     2.94106     2.07249
           3     0.01956     1.96723     1.12993
           4      0.0162     1.47947    0.734671
           5     0.02032     1.18764    0.526595
           6     0.02404    0.993707    0.401534
           7     0.02112    0.854766     0.31923
           8     0.01716    0.750065    0.261593
           9     0.02344    0.669329    0.219715
          10       0.019    0.604296    0.187873
          11     0.02368    0.551513    0.163211
          12     0.01864    0.507107    0.143442
          13     0.02664    0.470148    0.127557
          14     0.01804    0.437854    0.114285
          15     0.02368    0.410243    0.103277
          16     0.01812    0.385735   0.0938691
          17     0.02472    0.364499   0.0859117
          18      0.0244    0.345604   0.0790338
          19     0.02064    0.328501   0.0730001
          20     0.01616    0.312884   0.0676589
           1      0.0232     6.28088           0
           2     0.02016     3.15052     2.22057
           3     0.02252     2.10785      1.2111
           4     0.01808     1.58541    0.787618
           5     0.02744     1.27382    0.565108
           6     0.02204     1.06519    0.430693
           7       0.019    0.915731    0.342253
           8      0.0222     0.80404    0.280656
           9     0.01904    0.716818    0.235529
          10     0.02672    0.647808    0.201613
          11       0.011    0.589916    0.174775
          12      0.0206    0.542473    0.153636
          13      0.0202    0.502298    0.136464
          14     0.01872    0.467757    0.122267
          15       0.022     0.43804    0.110446
          16     0.02084    0.411965    0.100418
          17     0.02348    0.389113   0.0918739
          18      0.0174    0.368462    0.084417
          19     0.02084    0.350166   0.0779662
          20     0.01744     0.33353   0.0722711
           1      0.0184       6.689           0
           2     0.01476     3.35188     2.36295
           3     0.01796     2.24057     1.28772
           4     0.02624     1.68699    0.838398
           5     0.02364     1.35432    0.601105
           6     0.01672     1.13139    0.457718
           7     0.02456    0.973269    0.363996
           8     0.01632     0.85365    0.298194
           9     0.01868    0.760876    0.250214
          10     0.01888    0.686676    0.213908
          11     0.01792     0.62588    0.185621
          12     0.01576    0.575037    0.163041
          13     0.01912    0.532274    0.144783
          14     0.01708    0.495474     0.12968
          15      0.0148    0.463429    0.117009
          16     0.01132    0.435173    0.106229
          17     0.02108    0.410814   0.0971473
          18     0.01532    0.388842   0.0892309
          19     0.01848    0.369349   0.0823779
          20     0.02332    0.352048   0.0764205
           1     0.02392     7.06488           0
           2      0.0152     3.54004     2.49601
           3     0.02152      2.3672     1.36084
           4     0.01688     1.77962    0.884729
           5     0.02188     1.42807    0.634104
           6      0.0228     1.19386    0.483234
           7      0.0152     1.02548    0.383745
           8      0.0222     0.90007    0.314618
           9     0.02176     0.80248    0.264092
          10     0.02012    0.724244    0.225797
          11     0.02184    0.660389    0.196033
          12     0.01772    0.606833    0.172226
          13      0.0186    0.561585    0.152918
          14     0.01836    0.522783    0.136984
          15     0.02204      0.4894    0.123718
          16     0.02036    0.460085    0.112458
          17     0.01496    0.433901     0.10275
          18     0.01704    0.410742   0.0943955
          19     0.02132    0.390246   0.0871738
          20     0.01744    0.371606   0.0807977
           1     0.01764     7.44976           0
           2       0.021     3.73538     2.63414
           3     0.01956     2.49677     1.43566
           4      0.0174     1.87693    0.933391
           5     0.01508     1.50456    0.668321
           6      0.0178     1.25677    0.508928
           7     0.01692     1.07965    0.404229
           8     0.02136     0.94736    0.331349
           9     0.01896    0.844204    0.278012
          10      0.0192    0.761704    0.237654
          11     0.02416    0.694655    0.206374
          12     0.01892    0.638343    0.181331
          13     0.01568    0.590446    0.160933
          14     0.02372    0.549966    0.144257
          15     0.01772    0.514483    0.130202
          16     0.02252    0.483735    0.118379
          17     0.02244      0.4566    0.108261
          18     0.01484    0.432058   0.0994253
          19      0.0216    0.410455   0.0918155
          20     0.01868    0.390866   0.0851094
           1     0.01916     7.83648           0
           2     0.02376     3.93012     2.77185
           3     0.01616     2.62547     1.50997
           4     0.01292     1.97233      0.9811
           5     0.02364     1.58259    0.703221
           6     0.02164     1.32243    0.535737
           7     0.02504     1.13709    0.425938
           8     0.01824    0.997235    0.348981
           9     0.02236    0.888916    0.292912
          10     0.02612    0.802636    0.250592
          11      0.0218    0.731651    0.217525
          12     0.02548    0.672803    0.191272
          13     0.01976    0.622569    0.169834
          14     0.01748    0.579349    0.152104
          15     0.01648    0.541824    0.137257
          16     0.01676    0.509008    0.124694
          17     0.02304    0.480421    0.114035
          18     0.01652    0.454649    0.104747
          19     0.02316    0.431939    0.096741
          20      0.0228    0.411482   0.0897149
           1       0.017     8.24664           0
           2     0.01888     4.13276     2.91513
           3     0.02104     2.76219     1.58889
           4     0.01932     2.07647     1.03316
           5     0.01828     1.66483    0.739992
           6     0.01984     1.39067    0.563587
           7       0.017     1.19443    0.447608
           8     0.02156     1.04782    0.366862
           9     0.02092     0.93372    0.307845
          10      0.0204    0.842388    0.263164
          11     0.01644    0.767302    0.228277
          12     0.01364    0.704497    0.200428
          13     0.01524    0.651477     0.17786
          14     0.01248    0.605834    0.159191
          15     0.02728    0.567264     0.14383
          16     0.01532    0.532768    0.130638
          17     0.01408    0.502256    0.119338
          18     0.02304    0.475633    0.109698
          19     0.01276    0.451272    0.101183
          20     0.02204     0.42981   0.0938202
           1     0.02176     8.61796           0
           2     0.02452     4.32124     3.04841
           3     0.01328     2.88525     1.65995
           4     0.01164     2.16685     1.07836
           5     0.01412      1.7363    0.771967
           6     0.01568     1.44953    0.587632
           7      0.0212     1.24549    0.466916
           8     0.01944     1.09223    0.382574
           9     0.01636    0.972689    0.320847
          10     0.01584    0.877004    0.274123
          11     0.02332    0.799396    0.237963
          12     0.01424    0.733967    0.208944
          13     0.02492    0.679425    0.185617
          14     0.02032    0.632346    0.166281
          15      0.0226    0.591696    0.150144
          16     0.01332    0.555548    0.136339
          17     0.02108    0.524108    0.124642
          18     0.01804    0.495993    0.114503
          19     0.01788    0.470829    0.105675
          20     0.02024      0.4483   0.0979601
           1     0.01972     8.98572           0
           2     0.02516     4.50544     3.17868
           3     0.02388     3.01159      1.7329
           4     0.01588     2.26266     1.12627
           5        0.02     1.81413    0.806773
           6     0.02132     1.51533    0.614492
           7     0.02136      1.3019     0.48824
           8      0.0142     1.14094    0.399797
           9     0.02508     1.01696      0.3356
          10     0.02436    0.917696    0.286986
          11     0.01364    0.835509     0.24885
          12      0.0214    0.767667    0.218669
          13     0.01956     0.71012    0.194129
          14     0.01588    0.660531    0.173814
          15     0.01176     0.61728    0.156752
          16     0.02056    0.579985     0.14245
          17     0.02072    0.547087    0.130216
          18     0.01788    0.517687    0.119617
          19      0.0178    0.491377     0.11039
          20     0.01856    0.467736    0.102307
           1     0.01732     9.37204           0
           2       0.017     4.69452     3.31239
           3      0.0186     3.13588     1.80467
           4     0.02216     2.35745     1.17367
           5     0.01056     1.88807    0.839851
           6     0.01712     1.57625    0.639372
           7     0.01728     1.35354    0.507766
           8     0.01624     1.18637     0.41587
           9     0.01856     1.05662    0.348833
          10     0.01552    0.952508    0.298009
          11     0.01676     0.86744    0.258491
          12     0.01488    0.796393    0.226976
          13     0.02108    0.736754    0.201529
          14     0.02304    0.685774    0.180571
          15     0.02468    0.641701    0.163066
          16     0.01252    0.602378    0.148056
          17     0.02356    0.568329    0.135376
          18     0.02116    0.537931    0.124395
          19     0.02176    0.510764    0.114843
          20     0.02092    0.486272    0.106457
           1     0.02292     9.74836           0
           2     0.02152     4.88494     3.44704
           3      0.0146     3.26149      1.8772
           4     0.01972     2.45105     1.22048
           5     0.01132      1.9631    0.873412
           6     0.01476     1.63838    0.664744
           7     0.02196     1.40746    0.528152
           8     0.01784     1.23376    0.432627
           9     0.02316     1.09925    0.363045
          10     0.02112    0.991436    0.310319
          11       0.016     0.90276     0.26914
          12     0.02584    0.829683    0.236583
          13     0.01992    0.767394    0.210024
          14     0.02156     0.71412    0.188145
          15     0.01776    0.667696    0.169778
          16     0.01644    0.626993     0.15421
          17     0.02208    0.591409    0.140974
          18     0.01768    0.559536    0.129489
          19     0.02168    0.531227    0.119539
          20     0.02504    0.505918     0.11085
           1     0.02256     10.1409           0
           2     0.02148      5.0812     3.58582
           3     0.02312     3.39517     1.95437
           4     0.02056     2.55152     1.27071
           5     0.02116     2.04545     0.91023
           6     0.01652     1.70729    0.692871
           7      0.0212     1.46642    0.550431
           8     0.01752     1.28531    0.450847
           9     0.02052     1.14478    0.378217
          10     0.01992     1.03229    0.323235
          11     0.02412     0.94064    0.280556
          12     0.02076    0.863983    0.246481
          13     0.01876    0.798966    0.218778
          14     0.02184    0.743457    0.195983
          15     0.02176    0.695344    0.176913
          16      0.0246    0.653423    0.160812
          17      0.0126    0.615727    0.146868
          18     0.01568    0.582391    0.134872
          19      0.0194     0.55276    0.124476
          20     0.01508    0.525876    0.115313
           1      0.0136     10.5311           0
           2     0.01056     5.27084     3.71992
           3     0.02156     3.52108     2.02707
           4     0.01992     2.64579     1.31785
           5     0.01492     2.11962    0.943406
           6     0.02152     1.76993    0.718448
           7     0.02036     1.51999    0.570684
           8     0.01716     1.33214    0.467409
           9       0.017     1.18601    0.391967
          10     0.02064     1.06948    0.334999
          11     0.01972    0.974044    0.290634
          12       0.019    0.894457    0.255285
          13     0.01716    0.826972    0.226552
          14     0.01504    0.768977    0.202811
          15       0.019    0.718979    0.183024
          16      0.0184    0.675193    0.166264
          17     0.01308    0.636245    0.151854
          18     0.02092     0.60206    0.139517
          19     0.01588    0.571208    0.128717
          20     0.01448    0.543372    0.119234
           1     0.01508     10.8825           0
           2      0.0204     5.45146     3.84765
           3     0.01296     3.63863     2.09496
           4      0.0236     2.73487      1.3624
           5     0.01908     2.19171    0.975661
           6     0.02256     1.83019    0.743058
           7     0.02024     1.57162    0.590208
           8      0.0218      1.3779    0.483594
           9     0.01608     1.22658    0.405499
          10     0.02184     1.10611     0.34659
          11     0.01804     1.00719    0.300636
          12     0.01732    0.924703    0.264024
          13     0.01808    0.854963    0.234323
          14     0.01588    0.795029     0.20978
          15     0.01948    0.743325    0.189316
          16     0.01896    0.698053    0.171986
          17     0.01972    0.658151    0.157172
          18     0.01796    0.622584     0.14436
          19     0.01696    0.590709    0.133197
          20     0.01788    0.562068    0.123419
           1     0.02476     11.2661           0
           2     0.01812     5.64212     3.98248
           3     0.01588     3.76671     2.16891
           4     0.01888     2.82975     1.40985
           5     0.02192     2.26818     1.00987
           6     0.01912     1.89334    0.768847
           7     0.02292     1.62614    0.610818
           8      0.0248     1.42597    0.500594
           9     0.02024     1.26978    0.419899
          10     0.02364     1.14516    0.358943
          11     0.01652     1.04256    0.311302
          12     0.01868    0.957237    0.273417
          13     0.02324    0.885391    0.242762
          14     0.01608    0.823297    0.217336
          15     0.02656    0.770181    0.196249
          16     0.01432     0.72294    0.178206
          17     0.02904    0.682122    0.162982
          18      0.0208    0.645382    0.149729
          19     0.01344    0.612122    0.138105
          20      0.0206    0.582546    0.127994
           1     0.01684     11.6678           0
           2     0.01172     5.83974     4.12221
           3     0.02492     3.90147      2.2467
           4     0.01916     2.93089     1.46041
           5     0.01804     2.34832      1.0457
           6     0.02344     1.96084    0.796395
           7     0.01852     1.68337    0.632442
           8     0.02008     1.47545    0.518087
           9     0.02204     1.31396    0.434624
          10      0.0174     1.18431    0.371319
          11     0.02652     1.07905      0.3223
          12     0.02048     0.99084    0.283113
          13     0.02784    0.916763    0.251457
          14      0.0206    0.852751    0.225201
          15     0.01876    0.797152    0.203208
          16     0.01988    0.748572    0.184609
          17     0.01768    0.705579    0.168669
          18     0.01728     0.66734    0.154904
          19     0.01544    0.633029    0.142901
          20       0.017    0.602228    0.132394
           1   0.0214804   0.0214804           0
           2   0.0240852   0.0227828 0.000920936
           3    0.020306   0.0219572 0.000911786
           4   0.0264504   0.0230805  0.00118911
           5    0.016264   0.0217172  0.00154655
           6   0.0233348   0.0219868  0.00131208
           7   0.0193056   0.0216038  0.00117922
           8   0.0272872   0.0223142   0.0012273
           9   0.0157992   0.0215903  0.00128683
          10   0.0183112   0.0212624   0.0011992
          11   0.0240056   0.0215118  0.00111581
          12   0.0153236   0.0209961  0.00113576
          13     0.02204   0.0210764  0.00105122
          14   0.0227264   0.0211943 0.000982722
          15    0.024462   0.0214121 0.000941044
          16    0.014788   0.0209981 0.000969028
          17   0.0144088   0.0206105 0.000986506
          18   0.0180032   0.0204656 0.000942274
          19   0.0179632   0.0203339 0.000901839
          20   0.0200396   0.0203192 0.000856867
           1     0.02056    0.426944           0
           2    0.013954    0.220449    0.148347
           3   0.0200948    0.153664   0.0825065
           4   0.0203992    0.120348   0.0547416
           5     0.01757   0.0997925    0.039747
           6   0.0205436   0.0865843   0.0308499
           7   0.0176544   0.0767372   0.0248215
           8   0.0229192   0.0700099   0.0207872
           9   0.0183604   0.0642711   0.0176676
          10   0.0236468   0.0602087   0.0154267
          11    0.027702   0.0572535   0.0137383
          12   0.0232468   0.0544196   0.0122977
          13   0.0184828   0.0516553   0.0110367
          14   0.0216388   0.0495112   0.0100379
          15   0.0174268   0.0473723    0.009138
          16    0.022544   0.0458205  0.00843409
          17   0.0218832   0.0444124  0.00781954
          18   0.0261776   0.0433994  0.00731921
          19   0.0147656   0.0418923  0.00677706
          20   0.0185716   0.0407263   0.0063371
           1   0.0241328    0.838659           0
           2   0.0142688    0.426464    0.294044
           3    0.022348    0.291759    0.162267
           4   0.0180276    0.223326    0.106295
           5      0.0166    0.181981   0.0765741
           6   0.0167948     0.15445   0.0586541
           7   0.0142728    0.134424   0.0467317
           8     0.01883    0.119975   0.0385918
           9   0.0239776    0.109309   0.0327966
          10    0.020172    0.100395   0.0282797
          11   0.0251208   0.0935519   0.0248671
          12    0.021198   0.0875224   0.0220518
          13   0.0200016   0.0823285   0.0197343
          14   0.0196568    0.077852   0.0178098
          15   0.0199356   0.0739909   0.0161985
          16   0.0245968   0.0709037    0.014889
          17   0.0171944   0.0677444   0.0136739
          18   0.0178604    0.064973   0.0126303
          19   0.0215612   0.0626882    0.011757
          20   0.0188564   0.0604966    0.010963
           1   0.0224416     1.23237           0
           2   0.0250744    0.628724    0.437131
           3   0.0189652    0.425471    0.239551
           4   0.0204044    0.324205    0.156805
           5   0.0224276    0.263849    0.113234
           6   0.0238292    0.223846   0.0870091
           7    0.020814    0.194841   0.0695771
           8   0.0230848    0.173372   0.0574721
           9   0.0214176    0.156488    0.048543
          10   0.0217972    0.143019   0.0417784
          11   0.0255792    0.132343   0.0365907
          12   0.0184408    0.122851   0.0322869
          13   0.0152796    0.114576   0.0287234
          14   0.0174088    0.107635   0.0258196
          15   0.0156048      0.1015    0.023358
          16    0.020168   0.0964168   0.0213378
          17   0.0213632   0.0920019   0.0196206
          18   0.0233416   0.0881875    0.018156
          19   0.0146828   0.0843188   0.0167832
          20   0.0174468   0.0809752   0.0156074
           1     0.01527     1.63477           0
           2    0.025032    0.829903    0.579421
           3    0.023486    0.561097    0.317871
           4   0.0226844    0.426494     0.20796
           5    0.018994    0.344994    0.149548
           6   0.0202092    0.290863    0.114408
           7   0.0161916    0.251624   0.0910868
           8   0.0133196    0.221836   0.0746715
           9    0.018552    0.199249   0.0628657
          10     0.02382    0.181706   0.0540761
          11   0.0199372       0.167   0.0471179
          12    0.019184    0.154682   0.0415501
          13   0.0239048    0.144622   0.0371162
          14   0.0211352    0.135802   0.0334005
          15   0.0181204    0.127956   0.0302384
          16   0.0175244    0.121054   0.0275495
          17    0.012132    0.114647   0.0251729
          18   0.0200332    0.109391   0.0232191
          19   0.0157296    0.104461   0.0214674
          20   0.0175484    0.100116   0.0199493
           1    0.017956     2.02027           0
           2   0.0153832     1.01783    0.712409
           3   0.0226228    0.686091    0.390131
           4   0.0221508    0.520106    0.254854
           5   0.0163744     0.41936    0.182889
           6   0.0176176    0.352403    0.139614
           7   0.0181208    0.304648    0.111202
           8   0.0228864    0.269428   0.0915549
           9   0.0164524     0.24132   0.0769464
          10   0.0235496    0.219543   0.0660984
          11   0.0194788    0.201355   0.0575328
          12   0.0155676    0.185873   0.0506124
          13   0.0191392    0.173047   0.0450648
          14    0.014924    0.161753   0.0404057
          15     0.02104    0.152372   0.0366068
          16   0.0210148    0.144162   0.0333856
          17     0.01772    0.136724    0.030582
          18   0.0168056    0.130062    0.028148
          19   0.0168732    0.124105   0.0260285
          20   0.0200736    0.118903   0.0242018
           1   0.0247136     2.40278           0
           2    0.023226       1.213    0.850459
           3   0.0130488    0.813017    0.463465
           4    0.010796    0.612462    0.301095
           5   0.0117644    0.492322    0.215579
           6   0.0205732    0.413697    0.164689
           7   0.0186276    0.357259    0.131135
           8   0.0150428    0.314482     0.10754
           9   0.0181076    0.281551   0.0904087
          10   0.0205512    0.255451   0.0775089
          11   0.0217636    0.234207   0.0674884
          12    0.023934    0.216684   0.0595462
          13   0.0210436    0.201635   0.0530299
          14   0.0117076    0.188069    0.047475
          15   0.0138116    0.176452   0.0428651
          16   0.0165124    0.166455   0.0390031
          17    0.016126    0.157613   0.0356923
          18   0.0201096    0.149973   0.0328817
          19   0.0230348    0.143292   0.0304648
          20   0.0222952    0.137243   0.0283345
           1   0.0209952     2.76585           0
           2   0.0204376     1.39314    0.977914
           3    0.017228    0.934504    0.533663
           4    0.021382    0.706224    0.348014
           5   0.0195628    0.568892     0.24985
           6   0.0186328    0.477182    0.190635
           7   0.0108428    0.410562    0.151314
           8   0.0197324    0.361708    0.124263
           9   0.0191532    0.323647    0.104464
          10   0.0157688    0.292859   0.0893658
          11    0.017922    0.267865   0.0776678
          12   0.0183192    0.247069   0.0683548
          13   0.0260964    0.230071   0.0609467
          14   0.0221712    0.215221   0.0547543
          15    0.019078    0.202145    0.049518
          16   0.0183904     0.19066   0.0450717
          17    0.023118    0.180805   0.0413288
          18    0.020334     0.17189   0.0380591
          19   0.0119164     0.16347   0.0351123
          20   0.0209568    0.156345   0.0326257
           1   0.0230872     3.14998           0
           2   0.0158268      1.5829     1.11212
           3   0.0212312     1.06235     0.60749
           4   0.0243464    0.802845    0.396336
           5   0.0199184     0.64626     0.28446
           6   0.0219764    0.542213    0.217189
           7   0.0274884    0.468681    0.173268
           8   0.0176108    0.412297     0.14214
           9   0.0202592    0.368737    0.119486
          10   0.0219636     0.33406    0.102381
          11   0.0219528    0.305687   0.0890557
          12   0.0160136    0.281547   0.0782944
          13    0.019882    0.261419   0.0696365
          14   0.0247392    0.244513   0.0625767
          15   0.0142424    0.229162   0.0564905
          16   0.0169504    0.215899   0.0513793
          17     0.02476    0.204655   0.0471107
          18   0.0151896    0.194129   0.0433016
          19   0.0242484    0.185188   0.0400888
          20   0.0140464    0.176631   0.0371599
           1   0.0159416     3.54857           0
           2   0.0200008     1.78428      1.2545
           3   0.0188656     1.19581    0.684531
           4   0.0201208    0.901888    0.445853
           5   0.0229936    0.726109    0.320162
           6     0.02304    0.608931     0.24442
           7    0.012622    0.523744    0.194091
           8   0.0197144     0.46074    0.159276
           9    0.021366    0.411921    0.133888
          10     0.01643    0.372372    0.114509
          11   0.0205836    0.340391    0.099533
          12    0.021434    0.313811   0.0876178
          13   0.0170696    0.290985   0.0778478
          14    0.020906    0.271694   0.0698561
          15   0.0158652    0.254638   0.0630827
          16   0.0142524    0.239614    0.057323
          17   0.0221888    0.226825   0.0525048
          18   0.0145824    0.215033   0.0482457
          19   0.0203992    0.204789   0.0446057
          20   0.0215692    0.195628    0.041424
           1   0.0148164     3.92739           0
           2   0.0177136     1.97255     1.38765
           3   0.0230492     1.32272    0.757821
           4   0.0171596    0.996327    0.493095
           5    0.012736    0.799609    0.353062
           6   0.0195704    0.669602    0.269221
           7   0.0191924    0.576687    0.214127
           8   0.0216988    0.507313    0.175764
           9    0.025238    0.453749    0.147848
          10   0.0149156    0.409866    0.126383
          11   0.0205656    0.374475    0.109827
          12   0.0133516    0.344381   0.0964634
          13   0.0279332    0.320039    0.085917
          14     0.02141    0.298709   0.0770867
          15   0.0159388    0.279857   0.0696044
          16   0.0201968    0.263628   0.0633339
          17   0.0182804    0.249196   0.0579407
          18    0.011988    0.236018    0.053202
          19   0.0257716    0.224952   0.0492377
          20   0.0216436    0.214787   0.0457144
           1   0.0103108     4.30605           0
           2   0.0203528      2.1632     1.52247
           3   0.0208804     1.44909    0.830791
           4   0.0278396     1.09378    0.541811
           5   0.0187368    0.878772    0.388452
           6   0.0189916    0.735475    0.296102
           7   0.0162256    0.632725      0.2353
           8   0.0169992    0.555759    0.192889
           9   0.0212128    0.496365    0.162055
          10   0.0205544    0.448784    0.138689
          11   0.0162076    0.409459    0.120376
          12   0.0105256    0.376215    0.105655
          13   0.0210204    0.348892   0.0939282
          14   0.0171344    0.325195   0.0841768
          15   0.0252968    0.305202   0.0761536
          16   0.0145316    0.287035   0.0691932
          17   0.0212848    0.271403   0.0633325
          18   0.0195784    0.257412   0.0582483
          19   0.0174384    0.244782   0.0537959
          20   0.0146236    0.233274     0.04986
           1    0.023334     4.68882           0
           2   0.0233312     2.35607     1.65885
           3     0.02129     1.57781     0.90511
           4   0.0195284     1.18824    0.589058
           5   0.0146596    0.953525      0.4219
           6   0.0225124    0.798357    0.321786
           7   0.0118368    0.685997    0.255448
           8   0.0213948    0.602921    0.209573
           9   0.0155164    0.537654    0.175831
          10    0.024012     0.48629    0.150559
          11    0.023678    0.444234    0.130866
          12    0.016866     0.40862    0.115012
          13    0.012936    0.378183    0.102058
          14   0.0177912    0.352441   0.0914644
          15   0.0220612    0.330415   0.0826724
          16   0.0189548    0.310949   0.0751786
          17   0.0194768    0.293804   0.0687734
          18   0.0299984    0.279148   0.0633719
          19    0.020888    0.265555   0.0585606
          20   0.0235068    0.253453   0.0543676
           1   0.0155604     5.08462           0
           2    0.010198     2.54741     1.79414
           3   0.0207616     1.70519    0.978652
           4   0.0248388      1.2851    0.637482
           5   0.0262336     1.03333    0.457574
           6   0.0254188    0.865345    0.349117
           7   0.0158692    0.743991    0.277351
           8   0.0226768    0.653827    0.227555
           9   0.0176552    0.583141    0.190977
          10   0.0178376    0.526611    0.163298
          11   0.0158064    0.480174    0.141697
          12   0.0203548    0.441856      0.1246
          13   0.0166392    0.409147    0.110639
          14   0.0217736    0.381477   0.0992157
          15   0.0173924    0.357205   0.0895831
          16   0.0187084    0.336049   0.0814478
          17    0.019286    0.317416   0.0744949
          18   0.0193172    0.300855   0.0684907
          19   0.0243964    0.286304   0.0633215
          20   0.0178456    0.272881   0.0587155
           1   0.0153592     5.47299           0
           2   0.0207992     2.74689     1.93519
           3   0.0194192     1.83773     1.05517
           4    0.026512     1.38493     0.68739
           5   0.0161928     1.11118    0.492395
           6    0.015788    0.928616     0.37496
           7   0.0174036    0.798443    0.297943
           8   0.0228992      0.7015    0.244421
           9   0.0232056    0.626134    0.205315
          10   0.0141108    0.564932    0.175424
          11   0.0176712    0.515181    0.152259
          12   0.0172012    0.473682    0.133796
          13   0.0126656     0.43822    0.118711
          14   0.0199112     0.40834    0.106405
          15    0.018872    0.382376   0.0960912
          16   0.0230908    0.359921   0.0874224
          17     0.02048    0.339953   0.0799671
          18   0.0232028    0.322356   0.0735629
          19     0.01369    0.306111   0.0678736
          20   0.0154248    0.291576   0.0629045
           1   0.0259564     5.85748           0
           2   0.0245668     2.94102     2.07246
           3   0.0195644      1.9672     1.12992
           4   0.0161944     1.47945    0.734662
           5    0.020334     1.18763     0.52659
           6   0.0240768    0.993703    0.401532
           7    0.021124    0.854763    0.319229
           8    0.017142    0.750061    0.261591
           9   0.0234444    0.669325    0.219714
          10   0.0189796    0.604291    0.187871
          11   0.0236672    0.551507    0.163209
          12   0.0186228      0.5071     0.14344
          13   0.0266444    0.470142    0.127556
          14   0.0180704    0.437851    0.114284
          15   0.0236972    0.410241    0.103276
          16   0.0181352    0.385734   0.0938689
          17   0.0247136    0.364498   0.0859114
          18   0.0243792    0.345602   0.0790332
          19   0.0206512    0.328499   0.0729997
          20   0.0161736    0.312883   0.0676587
           1    0.023192     6.28086           0
           2   0.0201688     3.15051     2.22057
           3   0.0225004     2.10784     1.21109
