#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
          93    0.333477    0.325131  0.00144727
          94    0.332981    0.325214  0.00143428
          95    0.336837    0.325337  0.00142439
          96    0.317749    0.325258  0.00141175
          97    0.316172    0.325164  0.00140029
          98    0.355923    0.325478  0.00142075
          99    0.325896    0.325482   0.0014064
         100    0.328002    0.325507  0.00139256
         101    0.324967    0.325502  0.00137879
         102    0.329138    0.325538  0.00136573
         103    0.352547      0.3258  0.00137741
         104    0.317417    0.325719  0.00136653
         105    0.312657    0.325595  0.00135916
         106    0.314653    0.325492  0.00135025
         107    0.338504    0.325613   0.0013431
         108    0.350013    0.325839  0.00134953
         109    0.321991    0.325804  0.00133761
         110    0.327499    0.325819  0.00132554
         111    0.318778    0.325756  0.00131512
         112    0.325571    0.325754  0.00130337
         113    0.308826    0.325604  0.00130042
         114     0.31421    0.325504  0.00129285
         115    0.325056      0.3255  0.00128161
         116    0.335231    0.325584  0.00127331
         117    0.331017    0.325631  0.00126327
         118    0.322511    0.325604  0.00125284
         119    0.322818    0.325581  0.00124253
         120    0.348475    0.325772  0.00124674
         121    0.304175    0.325593  0.00124915
         122    0.339088    0.325704  0.00124379
         123    0.302216    0.325513  0.00124825
         124    0.311808    0.325402  0.00124307
         125     0.31904    0.325351  0.00123417
         126     0.33225    0.325406  0.00122559
         127     0.32912    0.325435  0.00121629
         128    0.275237    0.325043  0.00126843
         129    0.333957    0.325112  0.00126048
         130    0.311304    0.325006  0.00125525
         131    0.313488    0.324918  0.00124875
         132    0.319353    0.324876     0.00124
         133    0.340615    0.324994  0.00123631
         134    0.310365    0.324885  0.00123189
         135    0.331875    0.324937  0.00122386
         136    0.316364    0.324874  0.00121648
         137    0.334767    0.324946  0.00120974
         138    0.327532    0.324965  0.00120112
         139    0.337397    0.325054   0.0011958
         140    0.329943    0.325089  0.00118777
         141    0.295512     0.32488  0.00119773
         142    0.329757    0.324914  0.00118979
         143    0.321242    0.324888  0.00118174
         144    0.329574    0.324921  0.00117399
         145    0.328681    0.324947  0.00116618
         146    0.344472     0.32508  0.00116583
         147    0.326297    0.325089  0.00115793
         148    0.326668    0.325099  0.00115016
         149    0.315667    0.325036  0.00114418
         150    0.339928    0.325135  0.00114085
         151    0.335375    0.325203  0.00113531
         152    0.317238    0.325151  0.00112905
         153    0.304853    0.325018  0.00112943
         154    0.315091    0.324954  0.00112394
         155    0.318932    0.324915  0.00111736
         156    0.321282    0.324891  0.00111044
         157    0.311087    0.324804  0.00110684
         158    0.320091    0.324774  0.00110024
         159      0.3052    0.324651  0.00110018
         160    0.309627    0.324557  0.00109731
         161    0.302161    0.324418  0.00109927
         162    0.341018     0.32452  0.00109725
         163    0.328049    0.324542  0.00109073
         164    0.326624    0.324554  0.00108416
         165    0.338645     0.32464  0.00108094
         166    0.317037    0.324594   0.0010754
         167    0.325607      0.3246  0.00106898
         168    0.331801    0.324643  0.00106348
         169     0.33872    0.324726  0.00106044
         170    0.323027    0.324716  0.00105425
         171    0.340903    0.324811  0.00105233
         172    0.322008    0.324795  0.00104633
         173    0.313545     0.32473   0.0010423
         174    0.315667    0.324678  0.00103761
         175    0.315718    0.324626  0.00103295
         176    0.348024    0.324759   0.0010356
         177    0.323197     0.32475  0.00102978
         178     0.33951    0.324833  0.00102733
         179    0.335744    0.324894   0.0010234
         180    0.309409    0.324808  0.00102132
         181    0.315801    0.324759  0.00101689
         182     0.34298    0.324859  0.00101622
         183    0.322281    0.324845  0.00101077
         184    0.309988    0.324764  0.00100849
         185     0.33017    0.324793  0.00100346
         186    0.323058    0.324784 0.000998112
         187    0.336587    0.324847 0.000994769
         188    0.331512    0.324882 0.000990109
         189    0.333832     0.32493 0.000986002
         190    0.317725    0.324892 0.000981542
         191    0.323504    0.324884  0.00097643
         192    0.322741    0.324873 0.000971408
         193    0.312399    0.324809 0.000968522
         194    0.351351    0.324945 0.000973145
         195    0.322775    0.324934 0.000968219
         196      0.3128    0.324872 0.000965256
         197    0.314944    0.324822 0.000961671
         198     0.34308    0.324914 0.000961225
         199    0.330094     0.32494 0.000956747
         200    0.340002    0.325016 0.000954923
         201    0.313892     0.32496 0.000951774
         202    0.318394    0.324928 0.000947617
         203    0.339065    0.324997 0.000945505
         204    0.350194    0.325121 0.000948903
         205    0.311653    0.325055 0.000946546
         206    0.330461    0.325081 0.000942315
         207    0.313635    0.325026 0.000939383
         208    0.322844    0.325016 0.000934926
         209    0.321014    0.324996 0.000930648
         210    0.313102     0.32494 0.000927939
         211    0.305631    0.324848 0.000928042
         212    0.341454    0.324927 0.000926964
         213    0.324092    0.324923 0.000922621
         214    0.327995    0.324937 0.000918421
         215     0.32662    0.324945 0.000914183
         216    0.337332    0.325002 0.000911747
         217    0.323054    0.324993  0.00090759
         218    0.337643    0.325051  0.00090528
         219    0.332055    0.325083 0.000901711
         220    0.336426    0.325135 0.000899085
         221    0.331646    0.325164 0.000895499
         222    0.323141    0.325155 0.000891512
         223    0.315621    0.325112 0.000888538
         224    0.327017    0.325121 0.000884612
         225     0.34272    0.325199 0.000884132
         226    0.340966    0.325269 0.000882968
         227    0.338797    0.325329 0.000881087
         228     0.31766    0.325295 0.000877865
         229    0.335458    0.325339 0.000875152
         230    0.327741     0.32535  0.00087141
         231    0.312246    0.325293 0.000869482
         232    0.314787    0.325248 0.000866912
         233    0.335759    0.325293 0.000864365
         234     0.32034    0.325272  0.00086093
         235    0.321639    0.325256 0.000857405
         236    0.312605    0.325203 0.000855446
         237    0.308016     0.32513 0.000854905
         238    0.301588    0.325031 0.000857016
         239    0.341158    0.325099 0.000856083
         240    0.321266    0.325083 0.000852665
         241    0.324228    0.325079 0.000849134
         242    0.320469     0.32506 0.000845839
         243    0.311355    0.325004 0.000844236
         244    0.318093    0.324975 0.000841251
         245    0.311671    0.324921 0.000839568
         246      0.3333    0.324955 0.000836846
         247    0.327589    0.324966 0.000833526
         248    0.299671    0.324864 0.000836382
         249     0.30699    0.324792 0.000836098
         250     0.32367    0.324788 0.000832766
         251    0.315267     0.32475 0.000830311
         252     0.31486     0.32471 0.000827943
         253    0.327148     0.32472 0.000824727
         254      0.3342    0.324757 0.000822324
         255    0.331929    0.324785  0.00081958
         256    0.329303    0.324803 0.000816568
         257    0.367234    0.324968 0.000829914
         258    0.305159    0.324891 0.000830241
         259    0.335388    0.324932 0.000828024
         260    0.336351    0.324976 0.000826003
         261    0.322573    0.324967  0.00082289
         262     0.32615    0.324971 0.000819762
         263    0.326958    0.324979 0.000816679
         264    0.330918    0.325001 0.000813896
         265    0.297247    0.324896 0.000817535
         266    0.324795    0.324896 0.000814462
         267    0.319602    0.324876 0.000811653
         268    0.318193    0.324851 0.000809007
         269    0.351948    0.324952 0.000812247
         270     0.30856    0.324891 0.000811504
         271    0.297832    0.324791 0.000814629
         272    0.340171    0.324848 0.000813594
         273     0.32525     0.32485 0.000810615
         274    0.326396    0.324855 0.000807676
         275    0.322319    0.324846 0.000804792
         276    0.333204    0.324876 0.000802446
         277    0.320514     0.32486 0.000799703
         278    0.330797    0.324882 0.000797112
         279    0.320849    0.324867 0.000794386
         280    0.313119    0.324825 0.000792656
         281    0.316809    0.324797 0.000790348
         282    0.307351    0.324735 0.000789963
         283    0.308253    0.324677 0.000789316
         284     0.33519    0.324714 0.000787404
         285    0.293362    0.324604 0.000792288
         286     0.29919    0.324515 0.000794485
         287    0.317595    0.324491 0.000792083
         288    0.331726    0.324516 0.000789731
         289    0.331979    0.324542  0.00078742
         290    0.321978    0.324533 0.000784755
         291    0.336395    0.324574 0.000783116
         292     0.30735    0.324515 0.000782652
         293    0.349954    0.324602 0.000784782
         294    0.322165    0.324593 0.000782157
         295    0.318112    0.324571 0.000779814
         296    0.344537    0.324639 0.000780091
         297     0.31935    0.324621 0.000777668
         298    0.331393    0.324644  0.00077539
         299    0.335193    0.324679 0.000773599
         300    0.323297    0.324674 0.000771034
         301     0.33135    0.324696 0.000768791
         302    0.301202    0.324619 0.000770172
         303    0.307994    0.324564 0.000769582
         304    0.338221    0.324609 0.000768361
         305    0.336617    0.324648  0.00076685
         306    0.322353    0.324641  0.00076438
         307    0.323825    0.324638 0.000761895
         308    0.313141    0.324601 0.000760335
         309    0.337542    0.324643 0.000759027
         310    0.328269    0.324654 0.000756669
         311    0.315362    0.324624 0.000754826
         312    0.332615     0.32465 0.000752841
         313     0.31657    0.324624 0.000750878
         314    0.318703    0.324605 0.000748723
         315    0.288162     0.32449 0.000755232
         316    0.306698    0.324433 0.000754938
         317    0.334996    0.324467 0.000753291
         318    0.312803     0.32443 0.000751815
         319    0.330209    0.324448 0.000749676
         320    0.311293    0.324407  0.00074846
         321    0.307277    0.324354 0.000748028
         322    0.301593    0.324283 0.000749037
         323    0.319119    0.324267 0.000746889
         324    0.311189    0.324227 0.000745673
         325    0.329329    0.324242 0.000743544
         326    0.329839    0.324259 0.000741462
         327    0.318095    0.324241 0.000739434
         328     0.29944    0.324165 0.000741035
         329    0.321219    0.324156 0.000738837
         330     0.33072    0.324176 0.000736866
         331    0.303251    0.324113 0.000737346
         332    0.328705    0.324126 0.000735255
         333    0.315439      0.3241  0.00073351
         334     0.31577    0.324075 0.000731737
         335    0.316307    0.324052 0.000729921
         336    0.319399    0.324038 0.000727879
         337    0.331093    0.324059 0.000726021
         338    0.326718    0.324067 0.000723915
         339     0.31372    0.324037 0.000722423
         340    0.309685    0.323994  0.00072153
         341    0.313863    0.323965 0.000720026
         342    0.339928    0.324011 0.000719432
         343    0.280647    0.323885 0.000728358
         344    0.318017    0.323868 0.000726441
         345    0.312932    0.323836 0.000725026
         346    0.313462    0.323806 0.000723551
         347    0.306571    0.323757 0.000723168
         348    0.333787    0.323785 0.000721664
         349     0.30811    0.323741 0.000720993
         350    0.307391    0.323694 0.000720445
         351    0.330554    0.323713 0.000718657
         352    0.338579    0.323756 0.000717855
         353    0.324832    0.323759 0.000715828
         354    0.318493    0.323744 0.000713961
         355    0.321492    0.323737 0.000711978
         356    0.322355    0.323734 0.000709988
         357    0.316639    0.323714 0.000708278
         358    0.335631    0.323747 0.000707081
         359    0.330365    0.323765 0.000705352
         360    0.345775    0.323827 0.000706037
         361    0.346214    0.323889   0.0007068
         362    0.316912    0.323869  0.00070511
         363    0.329725    0.323885 0.000703352
         364    0.332257    0.323908 0.000701795
         365     0.34477    0.323966 0.000702196
         366    0.298883    0.323897 0.000703614
         367    0.308435    0.323855 0.000702957
         368     0.33907    0.323896 0.000702262
         369    0.317114    0.323878 0.000700599
         370    0.328397     0.32389 0.000698812
         371    0.317575    0.323873 0.000697136
         372    0.317552    0.323856 0.000695469
         373    0.332315    0.323879 0.000693974
         374    0.334302    0.323907 0.000692678
         375    0.307049    0.323862 0.000692288
         376     0.30442     0.32381 0.000692375
         377    0.286451    0.323711 0.000697594
         378    0.316473    0.323692 0.000696011
         379    0.342588    0.323742 0.000695958
         380    0.319944    0.323732 0.000694199
         381    0.306303    0.323686 0.000693882
         382    0.329295    0.323701 0.000692221
         383    0.310505    0.323666 0.000691271
         384    0.311262    0.323634 0.000690225
         385    0.312305    0.323604 0.000689059
         386    0.308998    0.323566 0.000688312
         387    0.327219    0.323576 0.000686598
         388    0.325172     0.32358 0.000684841
         389    0.329853    0.323596  0.00068327
         390      0.2959    0.323525 0.000685198
         391    0.305556    0.323479 0.000684985
         392     0.31384    0.323455 0.000683679
         393    0.329092    0.323469  0.00068209
         394    0.334972    0.323498 0.000680983
         395    0.331497    0.323518  0.00067956
         396    0.310565    0.323486 0.000678631
         397    0.310986    0.323454 0.000677652
         398     0.31987    0.323445 0.000676009
         399    0.308822    0.323409 0.000675307
         400    0.309939    0.323375 0.000674458
         401     0.34008    0.323417 0.000674062
         402    0.302945    0.323366 0.000674306
         403    0.322854    0.323364 0.000672634
         404    0.327614    0.323375 0.000671051
         405    0.305755    0.323331 0.000670803
         406    0.314551     0.32331 0.000669499
         407    0.326123    0.323317  0.00066789
         408    0.319786    0.323308 0.000666309
         409    0.312168    0.323281 0.000665236
         410    0.329219    0.323295 0.000663771
         411    0.297477    0.323232 0.000665122
         412    0.330797    0.323251 0.000663761
         413    0.314501     0.32323 0.000662492
         414    0.324602    0.323233   0.0006609
         415     0.31275    0.323208  0.00065979
         416    0.320096      0.3232 0.000658247
         417    0.311012    0.323171 0.000657317
         418    0.289183     0.32309 0.000660754
         419    0.332005    0.323111  0.00065952
         420    0.321252    0.323106 0.000657964
         421     0.32445     0.32311 0.000656409
         422    0.316421    0.323094 0.000655045
         423    0.335611    0.323123 0.000654164
         424    0.332479    0.323145 0.000652993
         425     0.32408    0.323148 0.000651461
         426    0.334837    0.323175 0.000650509
         427    0.349442    0.323237 0.000651888
         428    0.304496    0.323193 0.000651833
         429    0.309181     0.32316 0.000651132
         430    0.323009     0.32316 0.000649618
         431    0.330393    0.323177 0.000648327
         432    0.338943    0.323213 0.000647853
         433    0.288393    0.323133 0.000651328
         434     0.33881    0.323169 0.000650829
         435    0.324127    0.323171 0.000649336
         436    0.343388    0.323217   0.0006495
         437    0.337397     0.32325 0.000648824
         438       0.306     0.32321 0.000648537
         439    0.328729    0.323223 0.000647182
         440    0.347639    0.323279 0.000648085
         441    0.317039    0.323264  0.00064677
         442    0.328333    0.323276 0.000645408
         443    0.325039     0.32328 0.000643964
         444     0.28371    0.323191 0.000648651
         445     0.31703    0.323177 0.000647341
         446    0.342317     0.32322 0.000647311
         447    0.311269    0.323193 0.000646414
         448    0.304426    0.323151 0.000646327
         449    0.315504    0.323134 0.000645112
         450     0.32819    0.323145 0.000643777
         451    0.324462    0.323148 0.000642356
         452     0.31816    0.323137 0.000641029
         453     0.32941    0.323151 0.000639764
         454    0.319766    0.323144 0.000638398
         455    0.328468    0.323155 0.000637102
         456    0.313798    0.323135 0.000636036
         457    0.316889    0.323121 0.000634791
         458    0.349905     0.32318 0.000636093
         459     0.32146    0.323176 0.000634718
         460    0.324759    0.323179 0.000633347
         461    0.332085    0.323199 0.000632268
         462    0.339239    0.323233 0.000631852
         463    0.308188    0.323201 0.000631322
         464    0.315122    0.323183 0.000630202
         465    0.312807    0.323161 0.000629242
         466    0.314074    0.323142 0.000628193
         467    0.326798    0.323149 0.000626897
         468    0.322313    0.323148  0.00062556
         469    0.313468    0.323127 0.000624567
         470    0.325894    0.323133 0.000623265
         471    0.321468    0.323129 0.000621952
         472     0.32956    0.323143 0.000620784
         473    0.316664    0.323129 0.000619622
         474    0.339965    0.323165 0.000619332
         475    0.319759    0.323158  0.00061807
         476    0.325347    0.323162 0.000616789
         477    0.332409    0.323182   0.0006158
         478    0.346292     0.32323 0.000616407
         479    0.326026    0.323236 0.000615148
         480    0.330053     0.32325  0.00061403
         481    0.309718    0.323222 0.000613398
         482    0.337035    0.323251 0.000612794
         483    0.332001    0.323269 0.000611793
         484    0.315541    0.323253 0.000610737
         485    0.342313    0.323292 0.000610741
         486    0.311098    0.323267     0.00061
         487    0.337263    0.323296 0.000609424
         488    0.325682    0.323301 0.000608194
         489    0.280797    0.323214  0.00061313
         490    0.300416    0.323167 0.000613642
         491     0.31063    0.323142 0.000612923
         492    0.313524    0.323122 0.000611989
         493    0.325413    0.323127 0.000610765
         494     0.30572    0.323091 0.000610544
         495      0.3238    0.323093 0.000609313
         496    0.361767    0.323171 0.000613053
         497    0.320983    0.323166 0.000611835
         498    0.339935      0.3232 0.000611532
         499    0.342356    0.323238 0.000611511
         500    0.320069    0.323232  0.00061032
         501    0.319906    0.323226 0.000609138
         502    0.311391    0.323202 0.000608381
         503    0.338255    0.323232 0.000607907
         504    0.310857    0.323207 0.000607196
         505    0.318538    0.323198 0.000606064
         506    0.287688    0.323128 0.000608916
         507    0.316916    0.323116 0.000607838
         508    0.321082    0.323112 0.000606655
         509    0.324267    0.323114 0.000605467
         510    0.330842    0.323129  0.00060447
         511    0.301519    0.323087 0.000604764
         512     0.31658    0.323074 0.000603717
         513    0.340956    0.323109 0.000603545
         514    0.327289    0.323117 0.000602426
         515    0.321109    0.323113 0.000601269
         516    0.320666    0.323108 0.000600122
         517    0.294124    0.323052 0.000601574
         518    0.327895    0.323062 0.000600486
         519    0.317813    0.323052 0.000599414
         520    0.332328    0.323069 0.000598527
         521     0.32257    0.323068 0.000597379
         522    0.293969    0.323013  0.00059883
         523    0.331717    0.323029 0.000597916
         524    0.343079    0.323068 0.000597998
         525    0.339457    0.323099 0.000597673
         526     0.32158    0.323096 0.000596544
         527    0.343402    0.323134 0.000596655
         528    0.334373    0.323156 0.000595904
         529    0.336612    0.323181 0.000595321
         530    0.325704    0.323186 0.000594216
         531    0.323485    0.323187 0.000593098
         532    0.320303    0.323181 0.000592007
         533    0.324099    0.323183 0.000590899
         534    0.325761    0.323188 0.000589812
         535     0.31903     0.32318 0.000588761
         536    0.299545    0.323136 0.000589312
         537    0.340439    0.323168 0.000589095
         538    0.348735    0.323216 0.000589913
         539    0.327891    0.323224 0.000588883
         540    0.346552    0.323267 0.000589375
         541    0.339558    0.323298 0.000589054
         542    0.330776    0.323311 0.000588129
         543    0.322863     0.32331 0.000587046
         544    0.319051    0.323303 0.000586019
         545    0.335285    0.323325 0.000585356
         546    0.334077    0.323344 0.000584615
         547    0.341496    0.323378 0.000584488
         548    0.349713    0.323426 0.000585393
         549    0.319121    0.323418  0.00058438
         550    0.309272    0.323392 0.000583883
         551    0.321953    0.323389 0.000582829
         552    0.338571    0.323417 0.000582422
         553    0.355265    0.323475 0.000584209
         554    0.339186    0.323503 0.000583842
         555    0.312735    0.323483 0.000583113
         556    0.305319    0.323451 0.000582978
         557    0.326752    0.323457 0.000581962
         558    0.333512    0.323475 0.000581198
         559    0.295876    0.323425 0.000582251
         560    0.326043     0.32343 0.000581231
         561    0.322376    0.323428 0.000580197
         562    0.321813    0.323425 0.000579172
         563    0.319927    0.323419 0.000578177
         564    0.305581    0.323387 0.000578016
         565    0.314346    0.323371 0.000577215
         566    0.322157    0.323369 0.000576199
         567    0.349401    0.323415 0.000577009
         568    0.304346    0.323382 0.000576969
         569    0.318203    0.323373 0.000576026
         570    0.319125    0.323365 0.000575064
         571    0.328745    0.323375 0.000574134
         572    0.329345    0.323385 0.000573225
         573    0.333055    0.323402 0.000572473
         574    0.333019    0.323419 0.000571721
         575    0.333978    0.323437 0.000571022
         576    0.336421    0.323459 0.000570475
         577    0.317455    0.323449 0.000569581
         578    0.326233    0.323454 0.000568616
         579    0.337946    0.323479 0.000568185
         580    0.328064    0.323487  0.00056726
         581    0.315557    0.323473 0.000566448
         582    0.312457    0.323454 0.000565791
         583    0.321128     0.32345 0.000564834
         584    0.330743    0.323463 0.000564005
         585    0.324127    0.323464 0.000563042
         586     0.32042    0.323459 0.000562105
         587    0.326422    0.323464  0.00056117
         588    0.308163    0.323438 0.000560819
         589    0.323269    0.323437 0.000559867
         590    0.341717    0.323468 0.000559775
         591    0.334098    0.323486 0.000559116
         592    0.322993    0.323486 0.000558173
         593    0.295705    0.323439 0.000559194
         594     0.33559    0.323459 0.000558626
         595    0.329318    0.323469 0.000557774
         596    0.329251    0.323479 0.000556923
         597    0.323548    0.323479  0.00055599
         598    0.317046    0.323468 0.000555164
         599    0.321614    0.323465 0.000554246
         600    0.308863    0.323441 0.000553856
         601    0.299412    0.323401 0.000554376
         602    0.333554    0.323418 0.000553712
         603     0.32588    0.323422 0.000552808
         604    0.328491     0.32343 0.000551957
         605    0.323125     0.32343 0.000551045
         606    0.316383    0.323418 0.000550258
         607    0.317735    0.323409 0.000549431
         608     0.33932    0.323435 0.000549151
         609    0.325543    0.323438  0.00054826
         610    0.308071    0.323413 0.000547939
         611    0.327794     0.32342  0.00054709
         612    0.324916    0.323423 0.000546201
         613    0.304735    0.323392  0.00054616
         614     0.32135    0.323389 0.000545281
         615     0.31132    0.323369 0.000544747
         616    0.327393    0.323376 0.000543902
         617    0.334245    0.323393 0.000543306
         618    0.321055    0.323389  0.00054244
         619    0.343817    0.323422 0.000542566
         620    0.354117    0.323472 0.000543945
         621    0.296194    0.323428  0.00054484
         622    0.322123    0.323426 0.000543968
         623    0.324357    0.323427 0.000543097
         624    0.323751    0.323428 0.000542227
         625    0.334322    0.323445 0.000541639
         626    0.336801    0.323467 0.000541194
         627    0.322701    0.323466 0.000540333
         628    0.311754    0.323447 0.000539794
         629    0.328005    0.323454 0.000538984
         630    0.318828    0.323447 0.000538179
         631    0.327219    0.323453 0.000537359
         632    0.302158    0.323419 0.000537564
         633    0.320788    0.323415 0.000536731
         634    0.341341    0.323443 0.000536629
         635    0.296937    0.323401 0.000537405
         636    0.308777    0.323378 0.000537051
         637    0.327592    0.323385 0.000536249
         638    0.319115    0.323378  0.00053545
         639    0.322463    0.323377 0.000534614
         640    0.324894    0.323379 0.000533784
         641     0.33648      0.3234 0.000533342
         642    0.322686    0.323399 0.000532513
         643     0.32731    0.323405 0.000531719
         644    0.305519    0.323377 0.000531619
         645    0.336017    0.323397 0.000531155
         646    0.302319    0.323364 0.000531334
         647    0.342186    0.323393 0.000531309
         648    0.312333    0.323376 0.000530763
         649    0.309694    0.323355 0.000530364
         650    0.319325    0.323349 0.000529584
         651    0.323107    0.323348 0.000528771
         652    0.320615    0.323344 0.000527976
         653    0.322872    0.323343 0.000527168
         654    0.335392    0.323362 0.000526684
         655    0.328849     0.32337 0.000525947
         656    0.313929    0.323356 0.000525342
         657    0.323294    0.323356 0.000524542
         658    0.314358    0.323342 0.000523923
         659    0.325447    0.323345 0.000523138
         660    0.324293    0.323347 0.000522347
         661    0.323965    0.323348 0.000521558
         662    0.321786    0.323345 0.000520775
         663    0.326021    0.323349 0.000520006
         664    0.336142    0.323369 0.000519579
         665    0.327205    0.323374  0.00051883
         666    0.307934    0.323351 0.000518569
         667    0.335807     0.32337 0.000518127
         668    0.306715    0.323345 0.000517951
         669    0.335505    0.323363 0.000517496
         670    0.295252    0.323321 0.000518421
         671    0.310219    0.323302 0.000518016
         672    0.305408    0.323275  0.00051793
         673    0.324105    0.323276 0.000517161
         674    0.320413    0.323272 0.000516412
         675      0.3348    0.323289 0.000515929
         676    0.328889    0.323297 0.000515232
         677    0.332365    0.323311 0.000514645
         678    0.336546     0.32333 0.000514256
         679    0.308714    0.323309 0.000513949
         680    0.325733    0.323312 0.000513206
         681    0.312984    0.323297 0.000512676
         682    0.323372    0.323297 0.000511924
         683    0.327945    0.323304  0.00051122
         684    0.322184    0.323302 0.000510475
         685    0.316381    0.323292  0.00050983
         686    0.325623    0.323296 0.000509098
         687    0.338924    0.323318 0.000508865
         688     0.30987    0.323299 0.000508501
         689    0.328853    0.323307 0.000507827
         690     0.34255    0.323335 0.000507856
         691    0.304466    0.323307 0.000507855
         692    0.280113    0.323245 0.000510942
         693    0.328087    0.323252 0.000510253
         694    0.318509    0.323245 0.000509563
         695    0.330101    0.323255 0.000508926
         696    0.310328    0.323237 0.000508533
         697     0.34933    0.323274  0.00050918
         698    0.344717    0.323305 0.000509376
         699    0.317795    0.323297 0.000508708
         700    0.331788    0.323309 0.000508126
         701    0.326515    0.323313 0.000507422
         702    0.323064    0.323313 0.000506699
         703    0.332793    0.323327 0.000506158
         704    0.319284    0.323321 0.000505472
         705    0.344634    0.323351 0.000505658
         706    0.339146    0.323373 0.000505436
         707      0.3379    0.323394 0.000505139
         708    0.327141    0.323399 0.000504453
         709     0.33289    0.323413 0.000503919
         710     0.33799    0.323433 0.000503628
         711    0.305265    0.323408 0.000503567
         712    0.316736    0.323398 0.000502947
         713    0.304705    0.323372 0.000502924
         714    0.319306    0.323366 0.000502252
         715    0.331128    0.323377 0.000501667
         716    0.312976    0.323363 0.000501177
         717    0.330052    0.323372 0.000500565
         718    0.329096     0.32338 0.000499931
         719    0.310276    0.323362 0.000499568
         720    0.315882    0.323351 0.000498982
         721    0.342054    0.323377 0.000498964
         722    0.302614    0.323349   0.0004991
         723    0.324372     0.32335 0.000498412
         724    0.333361    0.323364 0.000497916
         725     0.31363     0.32335  0.00049741
         726    0.320674    0.323347 0.000496738
         727    0.305644    0.323322 0.000496651
         728    0.315687    0.323312  0.00049608
         729     0.31929    0.323306  0.00049543
         730    0.311344     0.32329 0.000495022
         731     0.30895     0.32327 0.000494734
         732    0.307493    0.323249 0.000494527
         733    0.344392    0.323278 0.000494693
