#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         172   -0.203002   -0.176043  0.00499478
         173 -0.00851185   -0.175074  0.00505891
         174   -0.202824   -0.175234  0.00503235
         175   -0.216108   -0.175467  0.00500901
         176   -0.266532   -0.175985   0.0050072
         177   -0.233582    -0.17631  0.00498947
         178   -0.257988   -0.176769   0.0049825
         179   -0.305116   -0.177486  0.00500599
         180  -0.0865831   -0.176981  0.00500359
         181    -0.15196   -0.176843  0.00497785
         182   -0.121901   -0.176541  0.00495965
         183   -0.226548   -0.176814  0.00494007
         184   -0.105081   -0.176424  0.00492858
         185   -0.176163   -0.176423  0.00490194
         186   -0.210357   -0.176605  0.00487898
         187   -0.190918   -0.176682  0.00485349
         188   -0.284258   -0.177254  0.00486128
         189   -0.254929   -0.177665   0.0048529
         190    -0.22119   -0.177894  0.00483277
         191   -0.187186   -0.177943  0.00480771
         192   -0.111234   -0.177595  0.00479521
         193   -0.151199   -0.177458  0.00477231
         194   -0.245886   -0.177811  0.00476073
         195    -0.12396   -0.177535  0.00474432
         196   -0.249128     -0.1779  0.00473415
         197   -0.115168   -0.177582  0.00472082
         198   -0.277684   -0.178087  0.00472397
         199   -0.171738   -0.178056  0.00470034
         200   -0.147437   -0.177902  0.00467933
         201   -0.109413   -0.177562  0.00466844
         202   -0.195595   -0.177651  0.00464618
         203   -0.269416   -0.178103  0.00464523
         204   -0.294371   -0.178673  0.00465729
         205   -0.204129   -0.178797  0.00463623
         206   -0.213967   -0.178968  0.00461687
         207   -0.204188    -0.17909  0.00459617
         208   -0.183638   -0.179112  0.00457413
         209   -0.172396   -0.179079  0.00455235
         210  0.00292088   -0.178213  0.00461243
         211   -0.161814   -0.178135  0.00459123
         212   -0.264096   -0.178541  0.00458744
         213   -0.204766   -0.178664  0.00456756
         214   -0.282701    -0.17915  0.00457201
         215   -0.227307   -0.179374  0.00455623
         216   -0.183207   -0.179392  0.00453517
         217   -0.193924   -0.179459  0.00451477
         218   -0.121959   -0.179195  0.00450176
         219   -0.285695   -0.179681  0.00450739
         220   -0.300646   -0.180231  0.00452031
         221   -0.218051   -0.180402   0.0045031
         222    -0.26428    -0.18078  0.00449864
         223   -0.226851   -0.180986   0.0044832
         224   -0.205453   -0.181096  0.00446452
         225   -0.215902    -0.18125  0.00444736
         226   -0.207521   -0.181367   0.0044292
         227   -0.192148   -0.181414  0.00440994
         228   -0.205101   -0.181518  0.00439182
         229   -0.208267   -0.181635   0.0043742
         230   -0.141095   -0.181459  0.00435873
         231   -0.279028   -0.181881  0.00436028
         232   -0.170544   -0.181832  0.00434176
         233   -0.280371   -0.182255  0.00434367
         234    -0.16316   -0.182173  0.00432587
         235   -0.109094   -0.181862  0.00431863
         236   -0.037711   -0.181252  0.00434331
         237   -0.101079   -0.180913  0.00433814
         238  -0.0975924   -0.180563  0.00433401
         239   -0.215289   -0.180709  0.00431831
         240   -0.212557   -0.180841  0.00430236
         241   -0.159885   -0.180754  0.00428539
         242    -0.17523   -0.180731  0.00426774
         243   -0.138419   -0.180557  0.00425373
         244   -0.193676   -0.180611  0.00423663
         245   -0.149572   -0.180484  0.00422124
         246   -0.252155   -0.180776  0.00421412
         247   -0.197639   -0.180844  0.00419761
         248   -0.110517    -0.18056  0.00419025
         249  -0.0948732   -0.180216  0.00418753
         250  -0.0601121   -0.179736  0.00419825
         251   -0.156926   -0.179645   0.0041825
         252   -0.162485   -0.179577  0.00416646
         253   -0.288061   -0.180006    0.004172
         254    -0.32745   -0.180586  0.00419576
         255    -0.22021   -0.180742  0.00418219
         256   -0.268213   -0.181083  0.00417979
         257   -0.321173   -0.181628  0.00419891
         258   -0.107853   -0.181342  0.00419236
         259   -0.204368   -0.181431  0.00417712
         260   -0.216229   -0.181565   0.0041632
         261   -0.201043    -0.18164  0.00414792
         262   -0.318765   -0.182163  0.00416497
         263  -0.0580447   -0.181691  0.00417579
         264   -0.247379    -0.18194  0.00416738
         265   0.0245589   -0.181161  0.00422388
         266   -0.204373   -0.181248   0.0042089
         267    -0.22106   -0.181397  0.00419578
         268   -0.140051   -0.181243  0.00418296
         269   -0.189163   -0.181272  0.00416751
         270   -0.188355   -0.181299  0.00415216
         271  -0.0380477    -0.18077  0.00417035
         272   -0.301289   -0.181213  0.00417849
         273  -0.0788208   -0.180838  0.00417998
         274   -0.263166   -0.181138  0.00417551
         275   -0.138606   -0.180984  0.00416319
         276   -0.126901   -0.180788  0.00415271
         277   -0.214821   -0.180911  0.00413954
         278   -0.199882   -0.180979  0.00412521
         279   -0.169667   -0.180938  0.00411062
         280   -0.234652    -0.18113  0.00410042
         281   -0.100672   -0.180844  0.00409581
         282  -0.0512356   -0.180384  0.00410699
         283   -0.150674   -0.180279  0.00409382
         284   -0.212288   -0.180392  0.00408096
         285   -0.137612   -0.180242   0.0040694
         286  -0.0574751   -0.179813  0.00407775
         287   -0.117581   -0.179596   0.0040693
         288   -0.188596   -0.179627  0.00405529
         289   -0.108417   -0.179381  0.00404874
         290   -0.113866   -0.179155  0.00404107
         291   -0.243748   -0.179377  0.00403328
         292    -0.18925   -0.179411  0.00401961
         293   -0.281288   -0.179758   0.0040209
         294    -0.11943   -0.179553  0.00401245
         295    -0.11946   -0.179349  0.00400402
         296   -0.292046    -0.17973  0.00400855
         297   -0.171271   -0.179702  0.00399516
         298   -0.228859   -0.179867  0.00398516
         299   -0.227649   -0.180026  0.00397503
         300   -0.106307   -0.179781  0.00396937
         301   -0.142201   -0.179656  0.00395814
         302   -0.145623   -0.179543  0.00394664
         303  -0.0765543   -0.179203  0.00394823
         304   -0.265141   -0.179486  0.00394535
         305   -0.253833    -0.17973  0.00393993
         306   -0.171006   -0.179701  0.00392716
         307   -0.265095   -0.179979  0.00392421
         308   -0.268939   -0.180268  0.00392208
         309   -0.130239   -0.180106  0.00391273
         310   -0.161346   -0.180046  0.00390057
         311   -0.217079   -0.180165  0.00388985
         312    -0.18238   -0.180172  0.00387739
         313   -0.117596   -0.179972  0.00387015
         314   -0.188105   -0.179998  0.00385791
         315   -0.111677   -0.179781  0.00385176
         316   -0.118119   -0.179586  0.00384451
         317   -0.235028   -0.179761  0.00383636
         318  -0.0271433   -0.179281  0.00385419
         319   -0.211596   -0.179382  0.00384344
         320    -0.15448   -0.179304  0.00383222
         321   -0.058081   -0.178927  0.00383884
         322   -0.129937   -0.178775  0.00382994
         323   -0.169531   -0.178746  0.00381819
         324   -0.129791   -0.178595  0.00380939
         325   -0.234803   -0.178768  0.00380159
         326   -0.153319    -0.17869  0.00379073
         327     -0.1451   -0.178587  0.00378053
         328  -0.0832244   -0.178296  0.00378017
         329   -0.220215   -0.178424  0.00377083
         330    -0.28234   -0.178739  0.00377252
         331   -0.125584   -0.178578  0.00376454
         332   -0.230975   -0.178736  0.00375651
         333   -0.290857   -0.179072  0.00376029
         334  -0.0881469     -0.1788  0.00375887
         335   -0.167203   -0.178766  0.00374781
         336   -0.135153   -0.178636   0.0037389
         337     -0.2674   -0.178899  0.00373708
         338   -0.157624   -0.178836  0.00372655
         339   -0.116077   -0.178651  0.00372015
         340  -0.0977643   -0.178413  0.00371681
         341     -0.1647   -0.178373  0.00370613
         342   -0.323853   -0.178798  0.00371962
         343  -0.0240717   -0.178347  0.00373603
         344   -0.183495   -0.178362   0.0037252
         345   -0.100136   -0.178136   0.0037213
         346   -0.184358   -0.178154  0.00371059
         347   -0.167044   -0.178121  0.00370003
         348   -0.182221   -0.178133  0.00368942
         349   -0.108047   -0.177932  0.00368431
         350  -0.0305032   -0.177511  0.00369778
         351   -0.178281   -0.177513  0.00368725
         352   -0.250284    -0.17772  0.00368256
         353   -0.254657   -0.177938  0.00367858
         354   -0.217315   -0.178049  0.00366987
         355   -0.136308   -0.177932  0.00366141
         356   -0.118715   -0.177765   0.0036549
         357   -0.163622   -0.177726  0.00364488
         358   -0.200937   -0.177791  0.00363527
         359   -0.259281   -0.178018  0.00363223
         360   -0.240353   -0.178191  0.00362626
         361   -0.251716   -0.178394  0.00362193
         362   -0.106555   -0.178196  0.00361736
         363   -0.219629    -0.17831   0.0036092
         364   -0.212343   -0.178404  0.00360049
         365   -0.250237     -0.1786    0.003596
         366  -0.0740104   -0.178315  0.00359751
         367   -0.119242   -0.178154  0.00359131
         368   -0.253005   -0.178357  0.00358731
         369   -0.149816    -0.17828  0.00357842
         370   -0.294396   -0.178594  0.00358248
         371   -0.168204   -0.178566  0.00357294
         372   -0.138333   -0.178457  0.00356497
         373   -0.248066   -0.178644  0.00356029
         374   -0.268068   -0.178883  0.00355879
         375   -0.013597   -0.178442  0.00357649
         376   -0.144681   -0.178353  0.00356811
         377 -0.00931277   -0.177904   0.0035867
         378   -0.173747   -0.177893  0.00357723
         379   -0.296265   -0.178206   0.0035814
         380   -0.179935    -0.17821  0.00357198
         381  -0.0811189   -0.177955  0.00357168
         382   -0.177829   -0.177955  0.00356233
         383  -0.0820889   -0.177705  0.00356182
         384    -0.10522   -0.177516  0.00355754
         385   -0.114333   -0.177352  0.00355208
         386   -0.122184   -0.177209  0.00354575
         387   -0.264167   -0.177434   0.0035437
         388   -0.172895   -0.177422  0.00353459
         389   -0.179225   -0.177426  0.00352551
         390  -0.0743795   -0.177162  0.00352635
         391   -0.163922   -0.177128   0.0035175
         392   -0.132521   -0.177015  0.00351036
         393   -0.202083   -0.177078  0.00350201
         394   -0.280306    -0.17734  0.00350291
         395   -0.244494    -0.17751  0.00349817
         396   -0.191005   -0.177544   0.0034895
         397  -0.0548549   -0.177235  0.00349437
         398   -0.183121    -0.17725  0.00348562
         399  -0.0957834   -0.177046  0.00348286
         400   0.0152283   -0.176565  0.00350716
         401   -0.224805   -0.176686  0.00350048
         402   -0.159343   -0.176643  0.00349204
         403  -0.0695283   -0.176377  0.00349347
         404    -0.19854   -0.176432  0.00348526
         405   -0.134075   -0.176327  0.00347822
         406   -0.217848   -0.176429  0.00347116
         407   -0.208519   -0.176508  0.00346352
         408  -0.0879754   -0.176291  0.00346182
         409   -0.107826   -0.176124  0.00345741
         410   -0.222238   -0.176236   0.0034508
         411  -0.0874292    -0.17602  0.00344916
         412   -0.194549   -0.176065  0.00344109
         413   -0.177889    -0.17607  0.00343276
         414   -0.148984   -0.176004  0.00342509
         415   -0.147374   -0.175935  0.00341753
         416   -0.191925   -0.175974  0.00340953
         417     -0.1261   -0.175854  0.00340345
         418  -0.0128864   -0.175464  0.00341757
         419   -0.183986   -0.175484  0.00340947
         420   -0.109555   -0.175327  0.00340496
         421   -0.091784   -0.175129  0.00340265
         422   -0.100798   -0.174953  0.00339915
         423   -0.247502   -0.175124  0.00339544
         424   -0.228179   -0.175249  0.00338973
         425   -0.216192   -0.175346  0.00338312
         426   -0.263774   -0.175553  0.00338155
         427    -0.23336   -0.175689  0.00337634
         428   -0.138056   -0.175601  0.00336959
         429   -0.161093   -0.175567  0.00336191
         430   -0.275224   -0.175799  0.00336207
         431   -0.165319   -0.175774  0.00335435
         432   -0.326837   -0.176124  0.00336477
         433  -0.0717426   -0.175883  0.00336562
         434   -0.257913   -0.176072  0.00336317
         435   -0.298342   -0.176353  0.00336716
         436   -0.182602   -0.176368  0.00335947
         437   -0.194072   -0.176408  0.00335203
         438  -0.0633438    -0.17615   0.0033543
         439    -0.10309   -0.175983  0.00335078
         440   -0.267767   -0.176192  0.00334966
         441   -0.186234   -0.176215  0.00334214
         442   -0.253059   -0.176389  0.00333909
         443    -0.18439   -0.176407  0.00333161
         444  -0.0485524   -0.176119  0.00333652
         445  -0.0801995   -0.175903  0.00333598
         446   -0.234753   -0.176035  0.00333111
         447   -0.125018   -0.175921  0.00332561
         448   -0.185143   -0.175942  0.00331825
         449  -0.0300915   -0.175617  0.00332672
         450   -0.234222   -0.175747  0.00332188
         451   -0.231182    -0.17587  0.00331679
         452   -0.115631   -0.175737  0.00331213
         453   -0.159558   -0.175701  0.00330501
         454   -0.228681   -0.175818  0.00329979
         455    -0.19371   -0.175857  0.00329277
         456   -0.122292    -0.17574  0.00328764
         457   -0.213253   -0.175822  0.00328147
         458   -0.248055   -0.175979   0.0032781
         459   -0.214903   -0.176064  0.00327205
         460   -0.225245   -0.176171  0.00326668
         461   -0.170314   -0.176158  0.00325962
         462   -0.222763   -0.176259  0.00325413
         463  -0.0882015   -0.176069  0.00325265
         464     -0.1998    -0.17612  0.00324604
         465  -0.0631499   -0.175877  0.00324814
         466  -0.0882384   -0.175689  0.00324661
         467    -0.18868   -0.175717  0.00323978
         468   -0.139287   -0.175639  0.00323379
         469   -0.119945    -0.17552  0.00322908
         470   -0.178739   -0.175527  0.00322221
         471   -0.214269   -0.175609  0.00321642
         472  -0.0868561   -0.175421   0.0032151
         473   -0.167211   -0.175404  0.00320835
         474   -0.278557   -0.175622  0.00320895
         475  -0.0990047    -0.17546  0.00320625
         476   -0.119969   -0.175344  0.00320163
         477   -0.181547   -0.175357  0.00319494
         478   -0.299568   -0.175617  0.00319881
         479   -0.222424   -0.175714  0.00319362
         480   -0.236378   -0.175841  0.00318947
         481  -0.0660833   -0.175613  0.00319099
         482   -0.211369   -0.175687  0.00318523
         483   -0.198627   -0.175734  0.00317899
         484   -0.178042   -0.175739  0.00317243
         485    -0.16624   -0.175719  0.00316595
         486   -0.220211   -0.175811  0.00316076
         487   -0.190833   -0.175842  0.00315442
         488   -0.195375   -0.175882  0.00314821
         489  -0.0614755   -0.175648  0.00315045
         490   -0.109605   -0.175513   0.0031469
         491   -0.103732   -0.175367  0.00314389
         492   -0.158555   -0.175333  0.00313768
         493   -0.222169   -0.175428  0.00313276
         494   -0.250296   -0.175579  0.00313008
         495   -0.196957   -0.175623  0.00312405
         496   -0.318058    -0.17591  0.00313093
         497   -0.194849   -0.175948  0.00312486
         498   -0.220285   -0.176037  0.00311985
         499   -0.141332   -0.175967  0.00311437
         500   -0.212737   -0.176041  0.00310901
         501  -0.0728996   -0.175835  0.00310962
         502  -0.0556604   -0.175596  0.00311262
         503   -0.202454   -0.175649  0.00310689
         504  -0.0925978   -0.175484   0.0031051
         505   -0.121074   -0.175376  0.00310082
         506    -0.10245   -0.175232  0.00309804
         507   -0.193455   -0.175268  0.00309213
         508    -0.15445   -0.175227  0.00308632
         509   -0.244026   -0.175362  0.00308321
         510   -0.242526   -0.175494  0.00307998
         511  -0.0343426   -0.175218  0.00308631
         512  -0.0870451   -0.175046  0.00308509
         513   -0.267433   -0.175226  0.00308432
         514   -0.122884   -0.175124     0.00308
         515   -0.147091    -0.17507   0.0030745
         516   -0.189896   -0.175098  0.00306868
         517  -0.0212108   -0.174801  0.00307715
         518   -0.215541   -0.174879  0.00307221
         519   -0.100581   -0.174736  0.00306963
         520   -0.279043   -0.174937  0.00307027
         521   -0.125734   -0.174842  0.00306583
         522  -0.0275149    -0.17456  0.00307292
         523   -0.233567   -0.174673  0.00306911
         524   -0.230391   -0.174779   0.0030651
         525   -0.239624   -0.174903  0.00306175
         526   -0.236996   -0.175021   0.0030582
         527   -0.187033   -0.175044  0.00305248
         528   -0.207236   -0.175104  0.00304731
         529   -0.274073   -0.175292  0.00304729
         530   -0.178896   -0.175298  0.00304155
         531   -0.172673   -0.175293  0.00303582
         532   -0.151928    -0.17525  0.00303043
         533   -0.205934   -0.175307  0.00302529
         534   -0.311367   -0.175562  0.00303034
         535   -0.145898   -0.175506  0.00302518
         536  -0.0629755   -0.175296  0.00302681
         537   -0.182525    -0.17531  0.00302121
         538   -0.183858   -0.175326  0.00301563
         539   -0.192694   -0.175358  0.00301021
         540   -0.195124   -0.175395  0.00300486
         541   -0.227155    -0.17549  0.00300083
         542   -0.209443   -0.175553  0.00299595
         543   -0.191775   -0.175583  0.00299058
         544   -0.187565   -0.175605  0.00298516
         545   -0.242186   -0.175727  0.00298218
         546   -0.214507   -0.175798  0.00297757
         547   -0.196089   -0.175835  0.00297235
         548   -0.212487   -0.175902  0.00296768
         549   -0.140571   -0.175838  0.00296297
         550   -0.158743   -0.175807  0.00295775
         551   -0.244108   -0.175931  0.00295498
         552   -0.235867   -0.176039  0.00295162
         553    -0.18183    -0.17605   0.0029463
         554   -0.166406   -0.176032  0.00294103
         555    -0.22918   -0.176128  0.00293729
         556  -0.0543204   -0.175909  0.00294017
         557   -0.215241    -0.17598  0.00293574
         558   -0.132621   -0.175902  0.00293151
         559  -0.0829678   -0.175736  0.00293097
         560   -0.187924   -0.175757  0.00292582
         561   -0.153028   -0.175717  0.00292088
         562  -0.0608036   -0.175512  0.00292283
         563   -0.208193    -0.17557  0.00291822
         564  -0.0929533   -0.175424  0.00291672
         565    -0.20214   -0.175471  0.00291194
         566   -0.204734   -0.175523  0.00290725
         567   -0.183342   -0.175537  0.00290216
         568   -0.117284   -0.175434  0.00289886
         569   -0.208474   -0.175492  0.00289435
         570   -0.164558   -0.175473  0.00288933
         571   -0.226073   -0.175562  0.00288563
         572   -0.283838   -0.175751  0.00288679
         573   -0.118039    -0.17565  0.00288351
         574   -0.265718   -0.175807  0.00288275
         575   -0.138793   -0.175743  0.00287846
         576   -0.137168   -0.175676  0.00287424
         577   -0.188695   -0.175698  0.00286935
         578   -0.212067   -0.175761  0.00286507
         579   -0.202055   -0.175807  0.00286048
         580   -0.219849   -0.175883  0.00285656
         581   -0.149777   -0.175838  0.00285199
         582  -0.0842698    -0.17568  0.00285143
         583   -0.186636   -0.175699   0.0028466
         584   -0.272539   -0.175865  0.00284655
         585   -0.155149    -0.17583  0.00284191
         586   -0.221445   -0.175907  0.00283812
         587   -0.123186   -0.175818  0.00283471
         588   -0.258498   -0.175958  0.00283337
         589   -0.158601   -0.175929  0.00282872
         590   -0.302114   -0.176143    0.002832
         591   -0.165943   -0.176125  0.00282726
         592   -0.159274   -0.176097  0.00282262
         593   -0.139161   -0.176035  0.00281855
         594   -0.266905   -0.176188  0.00281795
         595   -0.229452   -0.176277  0.00281464
         596   -0.213942    -0.17634  0.00281063
         597    -0.23202   -0.176434  0.00280747
         598   -0.236178   -0.176533  0.00280455
         599    -0.16861    -0.17652   0.0027999
         600   -0.110117    -0.17641  0.00279742
         601   -0.106944   -0.176294  0.00279515
         602   -0.190584   -0.176318  0.00279061
         603   -0.226299   -0.176401  0.00278721
         604    -0.25861   -0.176537  0.00278592
         605   -0.134945   -0.176468  0.00278216
         606   -0.201383   -0.176509  0.00277787
         607   -0.145634   -0.176458  0.00277376
         608   -0.199041   -0.176495  0.00276945
         609   -0.273443   -0.176655  0.00276947
         610    -0.17963   -0.176659  0.00276494
         611   -0.243561   -0.176769  0.00276258
         612     -0.1151   -0.176668   0.0027599
         613  -0.0473879   -0.176457  0.00276345
         614   -0.157653   -0.176427  0.00275912
         615   -0.181048   -0.176434  0.00275464
         616   -0.182175   -0.176443  0.00275018
         617   -0.215552   -0.176507  0.00274646
         618   -0.188692   -0.176527  0.00274208
         619   -0.248345   -0.176643  0.00274011
         620   -0.277479   -0.176805  0.00274051
         621   -0.140403   -0.176747  0.00273672
         622   -0.245254   -0.176857  0.00273454
         623   -0.153334   -0.176819  0.00273041
         624   -0.154082   -0.176783  0.00272628
         625   -0.190116   -0.176804    0.002722
         626   -0.201922   -0.176844  0.00271795
         627   -0.235175   -0.176937   0.0027152
         628  -0.0921412   -0.176802  0.00271423
         629   -0.138803   -0.176742  0.00271059
         630   -0.140247   -0.176684  0.00270691
         631   -0.248718   -0.176798  0.00270502
         632   -0.116484   -0.176702  0.00270243
         633   -0.138962   -0.176643  0.00269882
         634   -0.156848   -0.176612  0.00269474
         635   -0.161276   -0.176587   0.0026906
         636    -0.11547   -0.176491  0.00268809
         637   -0.135417   -0.176427  0.00268464
         638   -0.164503   -0.176408   0.0026805
         639   -0.190848   -0.176431   0.0026764
         640   -0.121951   -0.176346  0.00267357
         641   -0.292567   -0.176527  0.00267554
         642   -0.266053   -0.176666  0.00267501
         643   -0.187264   -0.176683   0.0026709
         644   -0.133336   -0.176616   0.0026676
         645   -0.189968   -0.176636  0.00266354
         646  -0.0681648   -0.176468  0.00266471
         647   -0.292386   -0.176647   0.0026666
         648   -0.105388   -0.176538  0.00266475
         649   -0.142388   -0.176485  0.00266117
         650   -0.153109   -0.176449  0.00265732
         651   -0.166136   -0.176433  0.00265328
         652    -0.17359   -0.176429  0.00264922
         653   -0.188244   -0.176447  0.00264522
         654   -0.276708     -0.1766  0.00264562
         655  -0.0871465   -0.176464   0.0026451
         656   -0.184859   -0.176476   0.0026411
         657   -0.217308   -0.176539  0.00263781
         658   -0.224195   -0.176611  0.00263479
         659   -0.171016   -0.176602  0.00263081
         660   -0.186004   -0.176617  0.00262686
